     n, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time
   551,      7355,        1545,       2984,     8347,       4541,      5028
   552,      7276,        1587,       3303,     8380,       4551,      4826
   553,      6716,        1632,       2844,     8393,       4548,      4840
   554,      6971,        1584,       2870,     8414,       4569,      4953
   555,      7700,        1604,       3016,     8460,       4597,      4747
   556,      7727,        1588,       3070,     8450,       4595,      4663
   557,      7112,        1578,       3041,     8447,       4604,      4718
   558,      7206,        1607,       2936,     8481,       4616,      4688
   559,      7276,        1586,       2915,     8518,       4631,      4752
   560,      7049,        1610,       2836,     8530,       4633,      4827
   561,      8170,        1592,       3116,     8528,       4643,      4781
   562,      7710,        1611,       3072,     8553,       4648,      4857
   563,      7320,        1616,       2981,     8598,       4679,      4782
   564,      7192,        1621,       2825,     8607,       4676,      4855
   565,      8547,        1606,       3272,     8626,       4694,      4827
   566,      8212,        1584,       3065,     8634,       4697,      4930
   567,      7814,        1619,       3130,     8661,       4704,      4844
   568,      7786,        1623,       3071,     8696,       4722,      4966
   569,      8156,        1630,       3223,     8678,       4706,      4929
   570,      8156,        1630,       3185,     8702,       4732,      4826
   571,      7301,        1675,       2985,     8726,       4741,      4884
   572,      8096,        1593,       3178,     8745,       4756,      4910
   573,      7592,        1619,       2931,     8752,       4759,      5041
   574,      7670,        1632,       3095,     8780,       4773,      4994
   575,      7570,        1670,       3138,     8793,       4782,      4863
   576,      7587,        1646,       3022,     8818,       4775,      4935
   577,      7692,        1697,       3091,     8850,       4816,      4941
   578,      7627,        1643,       3050,     8851,       4821,      5136
   579,      7924,        1678,       3130,     8878,       4830,      5083
   580,      7403,        1641,       3003,     8901,       4829,      4928
   581,      7611,        1679,       3123,     8915,       4841,      4943
   582,      7978,        1658,       3149,     8924,       4859,      5435
   583,      7376,        1708,       3179,     8959,       4862,      5467
   584,      7864,        1698,       3392,     8983,       4874,      5080
   585,      7620,        1688,       3173,     8971,       4879,      5073
   586,      8432,        1684,       3379,     9004,       4905,      5104
   587,      7598,        1684,       2998,     9015,       4897,      5045
   588,      8193,        1685,       3308,     9049,       4921,      4966
   589,      7782,        1696,       3142,     9067,       4931,      5028
   590,      7657,        1726,       3359,     9079,       4958,      4973
   591,      7573,        1711,       3146,     9108,       4948,      5131
   592,      8205,        1712,       3207,     9116,       4951,      5109
   593,      7575,        1692,       3012,     9132,       4962,      5264
   594,      7757,        1711,       3051,     9181,       4984,      5086
   595,      7993,        1707,       3201,     9196,       5000,      5066
   596,      7551,        1754,       3097,     9204,       5000,      5150
   597,      7907,        1717,       3196,     9209,       4986,      5057
   598,      7735,        1732,       3164,     9245,       5023,      5160
   599,      8304,        1695,       3205,     9251,       5018,      5218
   600,      8090,        1715,       3222,     9258,       5038,      5178
   601,      8102,        1717,       3162,     9286,       5047,      5324
   602,      8432,        1720,       3275,     9314,       5073,      5306
   603,      8333,        1739,       3379,     9313,       5071,      5269
   604,      8195,        1689,       3248,     9328,       5058,      5163
   605,      8031,        1733,       3220,     9354,       5091,      5135
   606,      8180,        1744,       3204,     9367,       5095,      5244
   607,      8031,        1746,       3331,     9398,       5110,      5254
   608,      8157,        1770,       3185,     9433,       5131,      5369
   609,      8803,        1722,       3432,     9418,       5117,      5265
   610,      8467,        1747,       3233,     9423,       5117,      5382
   611,      8741,        1743,       3371,     9486,       5167,      5217
   612,      7949,        1760,       3168,     9497,       5176,      5407
   613,      8199,        1767,       3258,     9495,       5171,      5286
   614,      8334,        1770,       3352,     9508,       5171,      5326
   615,      8270,        1783,       3252,     9538,       5184,      5287
   616,      8094,        1779,       3297,     9532,       5191,      5323
   617,      7934,        1765,       3247,     9560,       5194,      5400
   618,      8057,        1815,       3301,     9576,       5221,      5361
   619,      8721,        1808,       3556,     9620,       5221,      5549
   620,      8262,        1787,       3371,     9634,       5239,      5520
   621,      7945,        1799,       3206,     9647,       5248,      5336
   622,      8732,        1775,       3612,     9653,       5253,      5387
   623,      8467,        1784,       3342,     9681,       5253,      5491
   624,      7953,        1816,       3259,     9702,       5278,      5387
   625,      8171,        1804,       3340,     9727,       5291,      5411
   626,      8383,        1798,       3269,     9740,       5283,      5489
   627,      8686,        1813,       3390,     9735,       5301,      5454
   628,      8229,        1818,       3292,     9771,       5307,      5414
   629,      8298,        1841,       3314,     9775,       5308,      5427
   630,      8611,        1806,       3478,     9797,       5316,      5470
   631,      9538,        1794,       3632,     9824,       5335,      5578
   632,      9302,        1782,       3524,     9845,       5365,      5519
   633,      8640,        1832,       3402,     9873,       5367,      5512
   634,      8703,        1850,       3396,     9890,       5378,      5577
   635,     10070,        1782,       3721,     9895,       5378,      5530
   636,      8774,        1858,       3705,     9923,       5400,      5567
   637,      8372,        1833,       3308,     9931,       5414,      5499
   638,      9211,        1821,       3591,     9953,       5410,      5536
   639,      9198,        1843,       3543,     9976,       5434,      5563
   640,      8438,        1874,       3390,    10017,       5448,      5592
   641,      9671,        1860,       3783,    10009,       5429,      5610
   642,      9032,        1881,       3587,    10048,       5468,      5581
   643,      8371,        1875,       3390,    10049,       5466,      5680
   644,      8677,        1877,       3406,    10056,       5483,      5720
   645,      8815,        1870,       3503,    10096,       5489,      5587
   646,      9271,        1867,       3641,    10094,       5474,      5720
   647,      8806,        1873,       3494,    10133,       5495,      5652
   648,      8960,        1887,       3573,    10145,       5506,      6375
   649,      9131,        1843,       4173,    10154,       5516,      5834
   650,      8332,        1911,       3389,    10174,       5537,      5726
   651,      9302,        1881,       3757,    10194,       5554,      5791
   652,      8790,        1920,       3544,    10195,       5539,      5784
   653,      8545,        1876,       3490,    10216,       5543,      5721
   654,      8473,        1910,       3428,    10238,       5570,      5757
   655,      9006,        1884,       3760,    10260,       5584,      5846
   656,      9055,        1929,       3589,    10275,       5580,      5893
   657,     10059,        1863,       3800,    10309,       5595,      5900
   658,      9101,        1931,       3702,    10320,       5612,      5833
   659,      8868,        1907,       3688,    10350,       5637,      5894
   660,      9529,        1911,       4192,    10352,       5627,      6421
   661,     10104,        1925,       4071,    10389,       5653,      6546
   662,      9208,        1920,       4072,    10403,       5651,      5924
   663,      9206,        1938,       3763,    10391,       5648,      5872
   664,      8709,        1954,       3573,    10420,       5652,      5952
   665,      8966,        1971,       3627,    10447,       5671,      5952
   666,      9291,        1945,       3849,    10456,       5669,      5797
   667,     10066,        1893,       3897,    10481,       5702,      5928
   668,      8805,        1959,       3585,    10509,       5700,      5858
   669,      9413,        1918,       3689,    10535,       5716,      5901
   670,      9631,        1934,       3714,    10560,       5741,      5937
   671,      9478,        1978,       3781,    10553,       5721,      5925
   672,     10077,        1973,       3913,    10579,       5743,      5842
   673,      8820,        1966,       3461,    10604,       5763,      5903
   674,      9666,        1956,       3960,    10619,       5767,      6084
   675,      9139,        1995,       3621,    10637,       5773,      5904
   676,     10111,        1941,       3926,    10635,       5781,      5995
   677,      9881,        1993,       3848,    10694,       5820,      5940
   678,      9062,        1991,       3541,    10698,       5811,      5902
   679,      9035,        2019,       3539,    10716,       5821,      6066
   680,      9192,        1994,       3638,    10738,       5830,      6032
   681,      9500,        1989,       3742,    10750,       5825,      6039
   682,      9320,        1997,       3675,    10750,       5843,      5972
   683,      8988,        1988,       3666,    10811,       5871,      5915
   684,      9427,        1990,       3651,    10823,       5877,      6202
   685,      9790,        2002,       3820,    10813,       5867,      6056
   686,      9696,        1985,       3790,    10834,       5877,      5899
   687,     10018,        2021,       3955,    10864,       5902,      6070
   688,      9266,        1998,       3802,    10895,       5928,      6014
   689,      9427,        2035,       3825,    10913,       5920,      6111
   690,      9625,        2045,       3819,    10905,       5919,      6165
   691,      9305,        2056,       3799,    10933,       5953,      6194
   692,     10226,        2004,       3949,    10951,       5940,      6137
   693,      9528,        2047,       3841,    10980,       5958,      5999
   694,      9393,        2052,       3912,    10995,       5962,      6130
   695,      9867,        2035,       3916,    11005,       5969,      6262
   696,      9518,        2045,       3811,    11026,       5983,      6193
   697,      9681,        2045,       3852,    11053,       6001,      6252
   698,      9472,        2043,       3734,    11092,       6016,      6332
   699,     10212,        1987,       4037,    11087,       6020,      6779
   700,     10307,        2075,       4263,    11115,       6042,      6376
   701,     10568,        2035,       4101,    11128,       6042,      6342
   702,      9578,        2056,       3764,    11160,       6055,      6247
   703,     10477,        2010,       3987,    11194,       6086,      6200
   704,      9696,        2094,       3907,    11196,       6083,      6272
   705,     10043,        2052,       3930,    11199,       6065,      6338
   706,      9378,        2111,       3789,    11217,       6091,      7415
   707,     10681,        2092,       4290,    11241,       6115,      6489
   708,      9702,        2088,       3833,    11271,       6111,      6575
   709,      9754,        2069,       3875,    11277,       6132,      6481
   710,      9913,        2089,       3895,    11322,       6149,      6379
   711,     10396,        2097,       4003,    11298,       6139,      6305
   712,      9699,        2071,       3794,    11339,       6151,      6636
   713,     10029,        2103,       3933,    11346,       6143,      6346
   714,     10119,        2081,       3995,    11400,       6197,      6413
   715,     10029,        2109,       3938,    11404,       6176,      6334
   716,     11105,        2082,       4230,    11409,       6186,      6417
   717,     10372,        2122,       4062,    11420,       6193,      6362
   718,     10405,        2095,       4096,    11458,       6215,      6399
   719,      9852,        2101,       3916,    11456,       6202,      6396
   720,     10119,        2076,       3951,    11497,       6236,      6474
   721,     10936,        2098,       4076,    11502,       6238,      6596
   722,      9853,        2133,       3887,    11514,       6244,      6502
   723,     10030,        2130,       3950,    11519,       6239,      6458
   724,     10293,        2160,       4035,    11570,       6281,      6487
   725,      9956,        2132,       3922,    11590,       6281,      6500
   726,      9906,        2181,       4030,    11602,       6296,      6420
   727,      9743,        2180,       3978,    11593,       6278,      6532
   728,     10434,        2137,       4165,    11644,       6323,      6461
   729,      9748,        2164,       3957,    11641,       6326,      6371
   730,      9940,        2177,       3980,    11651,       6325,      6670
   731,     10213,        2133,       4022,    11691,       6337,      6529
   732,     10750,        2161,       4252,    11689,       6349,      6606
   733,     10398,        2156,       4010,    11737,       6377,      6636
   734,      9889,        2214,       3937,    11744,       6360,      6633
   735,     10918,        2133,       4250,    11744,       6369,      6730
   736,     10288,        2185,       4178,    11791,       6394,      6664
   737,     10105,        2157,       4069,    11817,       6409,      6590
   738,     10769,        2206,       4270,    11837,       6425,      6629
   739,     10066,        2157,       4091,    11869,       6431,      6796
   740,      9900,        2242,       3995,    11862,       6443,      6699
   741,     10248,        2186,       4030,    11893,       6453,      6692
   742,     10367,        2187,       4022,    11907,       6456,      6764
   743,     10019,        2210,       3985,    11923,       6461,      6634
   744,     11450,        2162,       4441,    11942,       6480,      6886
   745,     10626,        2191,       4181,    11974,       6484,      6717
   746,     10740,        2192,       4194,    11978,       6488,      6560
   747,     10440,        2183,       4092,    11991,       6490,      6584
   748,     11054,        2215,       4269,    12015,       6495,      6879
   749,     10961,        2185,       4218,    12042,       6529,      6828
   750,     10807,        2229,       4186,    12060,       6546,      6732
   751,     10670,        2216,       4130,    12103,       6569,      6790
   752,     10232,        2253,       4137,    12108,       6561,      7503
   753,     10354,        2242,       4140,    12105,       6548,      7118
   754,     10717,        2196,       5283,    12153,       6583,      7174
   755,     10338,        2242,       4131,    12158,       6586,      7125
   756,     10576,        2244,       4522,    12161,       6590,      7311
   757,     10782,        2230,       4509,    12194,       6600,      6873
   758,     11186,        2238,       4398,    12218,       6622,      6952
   759,     11095,        2236,       4284,    12219,       6620,      7168
   760,     10860,        2235,       4307,    12225,       6621,      7437
   761,     11108,        2236,       4421,    12246,       6641,      6861
   762,     12029,        2236,       4696,    12278,       6645,      6820
   763,     10485,        2268,       4209,    12309,       6670,      6881
   764,     10822,        2269,       4239,    12308,       6670,      6931
   765,     11236,        2277,       4525,    12333,       6691,      6891
   766,     10655,        2312,       4326,    12358,       6695,      7053
   767,     10794,        2270,       4407,    12385,       6704,      6866
   768,     10446,        2302,       4250,    12412,       6698,      6871
   769,     11178,        2264,       4323,    12427,       6715,      7308
   770,     10395,        2282,       4118,    12443,       6721,      7047
   771,     11701,        2257,       4459,    12460,       6737,      6976
   772,     10272,        2310,       4219,    12487,       6755,      6912
   773,     10869,        2290,       4395,    12502,       6777,      7053
   774,     12024,        2254,       4640,    12515,       6770,      7370
   775,     10976,        2290,       4238,    12529,       6777,      7072
   776,     11159,        2299,       4359,    12584,       6807,      7123
   777,     11347,        2297,       4357,    12561,       6790,      7071
   778,     11524,        2283,       4524,    12585,       6811,      6950
   779,     10483,        2318,       4282,    12610,       6826,      7116
   780,     10389,        2364,       4157,    12626,       6833,      7086
   781,     10851,        2306,       4299,    12634,       6835,      6981
   782,     10791,        2317,       4453,    12673,       6867,      7102
   783,     11008,        2323,       4435,    12694,       6873,      7093
   784,     11541,        2317,       4650,    12695,       6872,      7267
   785,     11392,        2341,       4700,    12731,       6903,      7188
   786,     11433,        2305,       4454,    12762,       6908,      7148
   787,     11041,        2370,       4436,    12779,       6919,      7114
   788,     12186,        2309,       4649,    12771,       6913,      7136
   789,     10765,        2365,       4248,    12814,       6946,      7220
   790,     11083,        2356,       4549,    12824,       6948,      7099
   791,     10771,        2377,       4377,    12821,       6933,      7159
   792,     11310,        2353,       4496,    12851,       6961,      7187
   793,     11034,        2379,       4384,    12885,       6976,      7210
   794,     11621,        2333,       4510,    12882,       6971,      7834
   795,     10489,        2423,       4366,    12927,       7008,     14597
   796,     12120,        2339,       4673,    12928,       6995,      7195
   797,     11672,        2363,       4613,    12964,       7028,      7355
   798,     10910,        2443,       4380,    12964,       7024,      7428
   799,     11017,        2377,       4335,    12976,       7036,      7336
   800,     11128,        2392,       4375,    13003,       7036,      7343
   801,     11576,        2346,       4502,    13031,       7075,      7597
   802,     11898,        2353,       4604,    13064,       7080,      7431
   803,     11646,        2384,       4529,    13097,       7096,      7335
   804,     10898,        2412,       4438,    13116,       7098,      7388
   805,     12053,        2374,       4612,    13102,       7097,      7544
   806,     11060,        2400,       4455,    13123,       7114,      7383
   807,     11251,        2427,       4462,    13148,       7105,      7364
   808,     11977,        2383,       4597,    13176,       7108,      7982
   809,     11267,        2452,       5151,    13206,       7147,      7480
   810,     11353,        2444,       4574,    13221,       7146,      7579
   811,     12060,        2422,       4750,    13241,       7172,      7901
   812,     11352,        2414,       4882,    13263,       7168,      7964
   813,     11747,        2420,       4837,    13263,       7166,      7536
   814,     11636,        2447,       4663,    13288,       7204,      7525
   815,     12598,        2386,       4766,    13320,       7202,      7538
   816,     12538,        2428,       4891,    13328,       7217,      7386
   817,     11327,        2475,       4659,    13315,       7209,      7470
   818,     11474,        2432,       4591,    13348,       7211,      7464
   819,     11812,        2469,       4583,    13396,       7260,      7698
   820,     11065,        2482,       4393,    13412,       7266,      7628
   821,     11360,        2408,       4597,    13461,       7270,      7468
   822,     12926,        2418,       5078,    13451,       7276,      7453
   823,     11472,        2434,       4568,    13441,       7277,      7603
   824,     11702,        2463,       4511,    13493,       7306,      7728
   825,     11713,        2488,       4564,    13507,       7284,      7529
   826,     12095,        2446,       4734,    13527,       7311,      7593
   827,     13958,        2436,       5289,    13554,       7312,      7509
   828,     12067,        2413,       4651,    13576,       7315,      7767
   829,     11718,        2493,       4983,    13585,       7346,      7912
   830,     11691,        2515,       4778,    13604,       7355,      7652
   831,     11772,        2501,       4716,    13634,       7374,      7602
   832,     12184,        2515,       4840,    13651,       7385,      8245
   833,     11985,        2466,       4991,    13675,       7373,      8065
   834,     12941,        2521,       6197,    13697,       7411,      7908
   835,     12216,        2531,       4918,    13730,       7421,      7709
   836,     11871,        2509,       4843,    13725,       7420,      7649
   837,     12125,        2502,       4742,    13719,       7408,      7950
   838,     12398,        2521,       4746,    13777,       7436,      7730
   839,     12332,        2513,       4789,    13793,       7467,      7668
   840,     12207,        2516,       4734,    13805,       7463,      7770
   841,     12023,        2536,       4827,    13854,       7488,      7669
   842,     11733,        2537,       4615,    13854,       7498,      7825
   843,     12121,        2555,       4699,    13876,       7495,      7928
   844,     13232,        2476,       4930,    13922,       7526,      7761
   845,     11747,        2553,       4661,    13918,       7530,      7734
   846,     12134,        2545,       4755,    13934,       7534,      7671
   847,     12721,        2501,       4884,    13958,       7536,      7834
   848,     13053,        2525,       4940,    13972,       7547,      7874
   849,     12184,        2535,       4812,    13996,       7565,      7742
   850,     11605,        2599,       4669,    14008,       7576,      7854
   851,     11655,        2589,       4704,    14009,       7568,      7917
   852,     11676,        2617,       4658,    14031,       7588,      7843
   853,     12399,        2579,       4839,    14039,       7577,      7847
   854,     12611,        2558,       5959,    14080,       7622,      8294
   855,     12617,        2574,       4869,    14095,       7613,      7972
   856,     12521,        2594,       5000,    14101,       7635,      7891
   857,     11550,        2646,       4756,    14125,       7628,      7885
   858,     12273,        2574,       4871,    14167,       7652,      7941
   859,     13097,        2549,       5067,    14179,       7670,      8098
   860,     13839,        2538,       5114,    14195,       7668,      7956
   861,     12320,        2633,       4933,    14185,       7684,      7971
   862,     11873,        2617,       4669,    14219,       7677,      8279
   863,     12570,        2638,       4901,    14251,       7695,      8207
   864,     12587,        2638,       5024,    14266,       7687,      8157
   865,     12127,        2631,       4717,    14245,       7690,      7864
   866,     12381,        2586,       5003,    14270,       7705,      7933
   867,     12522,        2623,       5004,    14317,       7721,      7951
   868,     12406,        2606,       4884,    14333,       7748,      7968
   869,     12430,        2617,       4918,    14369,       7745,      7934
   870,     14325,        2566,       5347,    14386,       7776,      8152
   871,     12910,        2632,       4979,    14384,       7768,      8017
   872,     12391,        2691,       4830,    14414,       7778,      7986
   873,     13997,        2579,       5316,    14409,       7763,      8165
   874,     12541,        2624,       4806,    14436,       7801,      8161
   875,     13348,        2618,       5168,    14469,       7828,      8102
   876,     12938,        2623,       4969,    14509,       7843,      8071
   877,     12830,        2665,       5007,    14511,       7843,      8036
   878,     12768,        2650,       5139,    14545,       7860,      8011
   879,     12511,        2667,       4883,    14552,       7849,      8168
   880,     12451,        2654,       4798,    14564,       7862,      8127
   881,     13248,        2613,       5118,    14558,       7867,      8237
   882,     13191,        2625,       4975,    14586,       7876,      8174
   883,     12558,        2712,       4950,    14614,       7876,      8101
   884,     12912,        2683,       5087,    14622,       7881,      8219
   885,     13667,        2661,       5809,    14667,       7920,      8142
   886,     12615,        2703,       5155,    14687,       7938,      8220
   887,     12733,        2719,       4889,    14667,       7926,      8202
   888,     12674,        2685,       5134,    14711,       7931,      8248
   889,     12849,        2681,       4991,    14725,       7940,      8183
   890,     13384,        2694,       5174,    14761,       7967,      8227
   891,     13604,        2697,       5242,    14771,       7954,      8508
   892,     13202,        2713,       5269,    14803,       7996,      8294
   893,     12810,        2701,       5065,    14821,       7994,      8276
   894,     13081,        2683,       5117,    14845,       8019,      8253
   895,     13787,        2680,       5470,    14854,       8033,      8401
   896,     13157,        2717,       5160,    14873,       8019,      8372
   897,     13207,        2713,       5057,    14922,       8061,      9062
   898,     12498,        2771,       5085,    14914,       8050,      9140
   899,     13978,        2704,       5489,    14935,       8054,      8487
   900,     12607,        2744,       4956,    14959,       8060,      8360
   901,     12769,        2739,       5019,    14991,       8086,      8370
   902,     12794,        2711,       5170,    14983,       8100,      8381
   903,     13754,        2734,       5287,    15011,       8093,      8335
   904,     12707,        2740,       4973,    15035,       8114,      8422
   905,     12806,        2756,       5129,    15036,       8127,      8840
   906,     13001,        2760,       5517,    15045,       8114,      9115
   907,     13757,        2764,       6445,    15097,       8140,      8831
   908,     13845,        2755,       5442,    15089,       8128,      8482
   909,     12727,        2809,       5191,    15113,       8154,      8662
   910,     13788,        2739,       5345,    15122,       8154,      8514
   911,     12769,        2828,       5120,    15149,       8170,      8524
   912,     13184,        2795,       5240,    15187,       8216,      8472
   913,     13486,        2752,       5422,    15201,       8211,     10555
   914,     12709,        2852,       5131,    15214,       8214,      8802
   915,     12836,        2829,       5101,    15234,       8229,      8717
   916,     13731,        2757,       5463,    15251,       8222,      8528
   917,     13342,        2828,       5252,    15287,       8251,      8653
   918,     12718,        2844,       5218,    15291,       8258,      8823
   919,     13811,        2821,       5296,    15310,       8268,      8838
   920,     13191,        2838,       5315,    15316,       8254,      8616
   921,     13173,        2776,       5174,    15360,       8290,      8609
   922,     13954,        2765,       5410,    15375,       8293,      8793
   923,     13398,        2829,       5344,    15386,       8291,      8590
   924,     13771,        2774,       5393,    15431,       8329,      8742
   925,     13528,        2776,       5253,    15408,       8324,      8717
   926,     13367,        2823,       5243,    15450,       8322,      8621
   927,     13242,        2817,       5760,    15470,       8351,      8695
   928,     13844,        2797,       5413,    15512,       8371,      8574
   929,     12935,        2871,       5245,    15508,       8348,      8948
   930,     14125,        2806,       5481,    15531,       8388,      8903
   931,     13484,        2827,       5486,    15532,       8374,      8647
   932,     14696,        2807,       5618,    15520,       8362,      8677
   933,     13571,        2918,       5458,    15579,       8409,      8781
   934,     13744,        2816,       5273,    15601,       8410,      8836
   935,     15169,        2811,       5709,    15618,       8428,      8728
   936,     13862,        2895,       5455,    15641,       8430,      8856
   937,     15497,        2778,       5778,    15656,       8434,      8809
   938,     13475,        2877,       5861,    15652,       8440,      9671
   939,     13272,        2892,       5422,    15697,       8475,      9169
   940,     13472,        2877,       5440,    15724,       8482,      9119
   941,     13756,        2845,       5608,    15725,       8485,      8766
   942,     14614,        2814,       5500,    15745,       8470,      8897
   943,     13334,        2898,       5524,    15765,       8512,      8807
   944,     14037,        2868,       5505,    15807,       8522,      8853
   945,     13883,        2883,       5541,    15808,       8517,      9155
   946,     13655,        2869,       5304,    15848,       8550,      9017
   947,     13869,        2871,       5534,    15868,       8554,      9221
   948,     13296,        2917,       5206,    15873,       8545,      8703
   949,     14123,        2896,       5669,    15870,       8553,      8916
   950,     13678,        2928,       5375,    15890,       8575,      8875
   951,     13845,        2908,       5511,    15922,       8579,      8869
   952,     13902,        2897,       5440,    15938,       8593,      8800
   953,     14510,        2880,       5726,    15952,       8595,      9053
   954,     13551,        2918,       5394,    15974,       8610,      8791
   955,     13995,        2945,       5501,    15995,       8626,      9055
   956,     13487,        2934,       5250,    16038,       8662,      8912
   957,     13610,        2918,       5337,    16044,       8659,      8869
   958,     13967,        2921,       5383,    16102,       8689,      8963
   959,     15574,        2861,       5942,    16094,       8677,      9036
   960,     14855,        2949,       5672,    16104,       8684,      8872
   961,     14446,        2914,       5539,    16120,       8689,      8939
   962,     15055,        2903,       5774,    16157,       8715,      8955
   963,     13485,        2959,       5421,    16151,       8694,      8890
   964,     14947,        2959,       5752,    16179,       8709,      8893
   965,     14235,        2892,       5639,    16200,       8738,      8955
   966,     14210,        2915,       5682,    16212,       8743,      9119
   967,     15367,        2887,       5738,    16257,       8766,      8930
   968,     13771,        2989,       5478,    16262,       8758,      9013
   969,     15021,        2913,       5876,    16287,       8781,      9100
   970,     13609,        3005,       5526,    16281,       8788,      9073
   971,     13958,        2965,       5526,    16306,       8783,      9285
   972,     14418,        2946,       5800,    16341,       8811,     10156
   973,     13852,        2955,       6218,    16356,       8830,     10156
   974,     14345,        2975,       5669,    16376,       8843,      9712
   975,     15242,        2948,       6377,    16391,       8828,      9483
   976,     14288,        2974,       5541,    16403,       8850,      9220
   977,     14388,        2969,       6270,    16433,       8854,      9489
   978,     14431,        2987,       5748,    16440,       8850,      9214
   979,     15343,        2908,       5866,    16480,       8889,      9227
   980,     15609,        2977,       5977,    16478,       8870,      9228
   981,     14540,        2977,       5737,    16495,       8888,      9378
   982,     15443,        2963,       5927,    16511,       8899,      9234
   983,     15161,        2968,       5712,    16550,       8910,      9120
   984,     15053,        2976,       5898,    16565,       8933,      9221
   985,     14989,        2999,       5844,    16593,       8932,      9058
   986,     14932,        3005,       5861,    16575,       8934,      9086
   987,     15169,        2949,       5922,    16612,       8953,      9304
   988,     14701,        3058,       5876,    16655,       8983,      9390
   989,     15327,        2993,       5926,    16671,       8997,      9301
   990,     15001,        3050,       5770,    16661,       8977,      9257
   991,     14936,        3006,       5811,    16712,       9004,      9442
   992,     15570,        2972,       5934,    16705,       8992,     10463
   993,     15142,        3011,       5902,    16746,       9013,      9627
   994,     15081,        2992,       6044,    16755,       9018,      9538
   995,     14266,        3026,       5585,    16753,       9032,      9591
   996,     15000,        3014,       5807,    16772,       9027,      9864
   997,     15965,        2999,       6123,    16764,       9007,      9572
   998,     14505,        3049,       5681,    16796,       9043,      9575
   999,     14701,        3054,       5737,    16833,       9070,      9335
  1000,     15602,        2998,       6428,    16860,       9090,      9529
  1001,     15488,        3043,       6064,    16892,       9099,      9547
  1002,     14660,        3056,       5883,    16920,       9120,      9562
  1003,     14760,        3066,       5805,    16920,       9110,      9621
  1004,     14350,        3079,       5808,    16954,       9125,      9493
  1005,     15406,        3053,       5980,    16976,       9149,      9467
  1006,     15359,        3060,       6002,    16992,       9157,      9605
  1007,     14077,        3119,       5733,    17002,       9164,      9519
  1008,     14676,        3110,       5703,    17000,       9145,      9597
  1009,     15270,        3127,       5964,    16995,       9157,      9485
  1010,     14309,        3123,       5801,    17047,       9182,      9533
  1011,     16009,        3054,       6200,    17078,       9223,      9514
  1012,     15907,        3115,       6087,    17097,       9209,      9670
  1013,     14477,        3153,       5805,    17146,       9231,      9597
  1014,     15018,        3107,       5974,    17136,       9226,      9808
  1015,     14911,        3136,       6461,    17141,       9237,      9986
  1016,     15243,        3055,       6130,    17181,       9269,      9897
  1017,     15114,        3115,       5960,    17199,       9269,      9869
  1018,     15089,        3122,       5827,    17203,       9266,      9969
  1019,     16221,        3048,       6166,    17275,       9308,      9740
  1020,     15251,        3120,       6010,    17264,       9314,      9668
  1021,     15172,        3129,       6278,    17283,       9293,      9630
  1022,     15693,        3138,       6101,    17284,       9310,      9774
  1023,     15209,        3119,       5950,    17326,       9323,      9756
  1024,     15054,        3167,       5906,    17358,       9372,      9987
  1025,     14868,        3114,       5865,    17332,       9346,      9945
  1026,     14958,        3153,       5831,    17337,       9337,      9731
  1027,     16363,        3138,       6257,    17388,       9356,      9659
  1028,     15360,        3119,       5993,    17391,       9372,      9678
  1029,     15282,        3140,       5938,    17378,       9358,      9739
  1030,     15728,        3145,       6040,    17428,       9373,      9897
  1031,     15001,        3172,       5974,    17463,       9390,      9719
  1032,     15492,        3156,       6107,    17508,       9437,      9685
  1033,     15531,        3164,       6076,    17515,       9441,      9818
  1034,     15182,        3161,       6281,    17546,       9447,     10384
  1035,     15777,        3151,       6806,    17586,       9479,     11694
  1036,     15047,        3198,       5979,    17579,       9483,     10918
  1037,     16070,        3184,       6463,    17575,       9465,      9932
  1038,     15532,        3215,       6126,    17613,       9498,      9897
  1039,     15096,        3193,       5995,    17627,       9499,      9996
  1040,     15550,        3192,       6186,    17652,       9520,     10005
  1041,     15570,        3162,       6221,    17676,       9518,      9967
  1042,     15239,        3224,       6039,    17699,       9545,     10214
  1043,     15184,        3197,       6052,    17679,       9528,     10028
  1044,     14928,        3210,       5932,    17734,       9556,     10244
  1045,     15182,        3232,       6023,    17763,       9560,     10047
  1046,     15223,        3255,       6070,    17771,       9561,     10000
  1047,     15557,        3218,       6143,    17798,       9568,      9934
  1048,     15129,        3241,       6015,    17828,       9592,     10275
  1049,     15362,        3207,       6024,    17855,       9604,     10105
  1050,     16136,        3234,       6529,    17854,       9600,     10643
  1051,     15368,        3260,       6100,    17876,       9623,     10180
  1052,     15537,        3240,       6063,    17930,       9640,     10152
  1053,     15785,        3223,       6288,    17892,       9635,     10066
  1054,     15947,        3204,       6296,    17932,       9658,     10251
  1055,     17001,        3190,       6488,    17988,       9676,     10077
  1056,     15066,        3302,       5967,    17984,       9684,     10105
  1057,     15413,        3227,       6093,    17976,       9678,     10012
  1058,     16396,        3241,       6317,    18012,       9694,     10146
  1059,     15978,        3220,       6304,    18056,       9746,     10094
  1060,     16033,        3256,       6425,    18069,       9725,     10073
  1061,     16403,        3230,       6433,    18101,       9731,     10114
  1062,     16603,        3213,       6457,    18117,       9741,     10103
  1063,     17036,        3188,       6674,    18132,       9773,     10405
  1064,     16017,        3268,       6410,    18169,       9774,     11997
