     n, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time
  1065,     16178,        3284,       6278,    18167,       9778,     10295
  1066,     16072,        3315,       6332,    18194,       9805,     10246
  1067,     15722,        3327,       6197,    18217,       9810,     10365
  1068,     15764,        3315,       6433,    18234,       9818,     10343
  1069,     15140,        3338,       6037,    18250,       9832,     10383
  1070,     17171,        3269,       6546,    18251,       9824,     10227
  1071,     15580,        3353,       6107,    18305,       9855,     10425
  1072,     15706,        3301,       6225,    18326,       9850,     10333
  1073,     17133,        3266,       6450,    18374,       9902,     10262
  1074,     16828,        3282,       6545,    18345,       9884,     10386
  1075,     15695,        3351,       6056,    18369,       9905,     10320
  1076,     15547,        3370,       6136,    18439,       9941,     10291
  1077,     16051,        3361,       6363,    18403,       9902,     10737
  1078,     16627,        3319,       6396,    18456,       9928,     10262
  1079,     15777,        3348,       6216,    18468,       9944,     10327
  1080,     16364,        3298,       6349,    18480,       9965,     10445
  1081,     16376,        3301,       6443,    18480,       9958,     10379
  1082,     16684,        3399,       6468,    18529,       9968,     10382
  1083,     16240,        3345,       6386,    18565,      10011,     10466
  1084,     16195,        3328,       6282,    18528,       9960,     11483
  1085,     15325,        3375,       6298,    18554,       9974,     10528
  1086,     16615,        3324,       6605,    18573,       9987,     10439
  1087,     16572,        3351,       6397,    18613,      10016,     10454
  1088,     17160,        3300,       6630,    18612,      10029,     10703
  1089,     16319,        3359,       6353,    18647,      10058,     10556
  1090,     15868,        3333,       6276,    18656,      10063,     10800
  1091,     16503,        3327,       6452,    18648,      10046,     10614
  1092,     16500,        3388,       6596,    18668,      10055,     11770
  1093,     16192,        3368,       6657,    18715,      10072,     12252
  1094,     16593,        3360,       6547,    18735,      10096,     10606
  1095,     17271,        3326,       6661,    18775,      10096,     10556
  1096,     16045,        3380,       6498,    18781,      10097,     10548
  1097,     17163,        3343,       6566,    18798,      10098,     10651
  1098,     16407,        3430,       6390,    18814,      10113,     10564
  1099,     17164,        3360,       6503,    18841,      10157,     10896
  1100,     16719,        3375,       6454,    18867,      10142,     10526
  1101,     17209,        3331,       6643,    18895,      10179,     10703
  1102,     17231,        3375,       6562,    18933,      10184,     10732
  1103,     17311,        3440,       6667,    18959,      10196,     10603
  1104,     16447,        3463,       6406,    18929,      10168,     10569
  1105,     16595,        3436,       6552,    18974,      10214,     10668
  1106,     16255,        3417,       6630,    18991,      10214,     10662
  1107,     17984,        3354,       6882,    19032,      10245,     10749
  1108,     16538,        3404,       6516,    19026,      10240,     10713
  1109,     16367,        3448,       6484,    19064,      10262,     10646
  1110,     15754,        3434,       6219,    19069,      10241,     10777
  1111,     17037,        3395,       6987,    19115,      10280,     10774
  1112,     16843,        3406,       6694,    19095,      10264,     11034
  1113,     16513,        3446,       6639,    19146,      10303,     10788
  1114,     17355,        3416,       6831,    19198,      10329,     10813
  1115,     15969,        3492,       6407,    19186,      10317,     10784
  1116,     16402,        3466,       6753,    19195,      10338,     10761
  1117,     16550,        3498,       6613,    19187,      10311,     11109
  1118,     16144,        3486,       6668,    19246,      10340,     11331
  1119,     16547,        3535,       6646,    19290,      10356,     10952
  1120,     16631,        3484,       6544,    19296,      10383,     10876
  1121,     17395,        3405,       6781,    19325,      10385,     11073
  1122,     16777,        3494,       6560,    19317,      10381,     10943
  1123,     17203,        3469,       6628,    19340,      10379,     10828
  1124,     17141,        3445,       6692,    19351,      10415,     10880
  1125,     16209,        3506,       6461,    19367,      10399,     10813
  1126,     16957,        3517,       6540,    19400,      10427,     10832
  1127,     16406,        3562,       6679,    19415,      10420,     10898
  1128,     17387,        3504,       6784,    19438,      10438,     10981
  1129,     17101,        3507,       6795,    19472,      10470,     11122
  1130,     18548,        3434,       6961,    19497,      10499,     10961
  1131,     17702,        3493,       6797,    19505,      10476,     10859
  1132,     16934,        3561,       6901,    19497,      10480,     11037
  1133,     17264,        3519,       6816,    19521,      10517,     10920
  1134,     16807,        3547,       6889,    19556,      10516,     11202
  1135,     17006,        3499,       6765,    19599,      10546,     11124
  1136,     17949,        3489,       6852,    19574,      10509,     10887
  1137,     17099,        3511,       7288,    19615,      10564,     11253
  1138,     17115,        3566,       6719,    19628,      10548,     11087
  1139,     19396,        3491,       7347,    19643,      10558,     11050
  1140,     17979,        3532,       6978,    19668,      10596,     11164
  1141,     17415,        3571,       6831,    19700,      10579,     11078
  1142,     17062,        3543,       6666,    19714,      10579,     11229
  1143,     16586,        3586,       6685,    19764,      10643,     11043
  1144,     16507,        3527,       6486,    19748,      10596,     11063
  1145,     16772,        3536,       6631,    19769,      10634,     11149
  1146,     18174,        3498,       6944,    19806,      10643,     11156
  1147,     17657,        3581,       6971,    19814,      10648,     12605
  1148,     17158,        3542,       7298,    19858,      10671,     12538
  1149,     17106,        3551,       7578,    19868,      10672,     12098
  1150,     16966,        3568,       6925,    19909,      10704,     11395
  1151,     16906,        3571,       6910,    19954,      10731,     11270
  1152,     17659,        3594,       6895,    19933,      10689,     11305
  1153,     17855,        3587,       7146,    19947,      10708,     11260
  1154,     17020,        3574,       6750,    20002,      10773,     11303
  1155,     18727,        3590,       7454,    20011,      10749,     11377
  1156,     18504,        3557,       7131,    20021,      10766,     11292
  1157,     17691,        3611,       6984,    20010,      10727,     11059
  1158,     17439,        3653,       6993,    20047,      10753,     11840
  1159,     18293,        3609,       7121,    20096,      10793,     11312
  1160,     17415,        3550,       6754,    20110,      10798,     11295
  1161,     18732,        3600,       7369,    20119,      10812,     11289
  1162,     17169,        3634,       6858,    20159,      10831,     11335
  1163,     17281,        3618,       6778,    20175,      10833,     11534
  1164,     17050,        3629,       6738,    20174,      10835,     11265
  1165,     17147,        3636,       6823,    20207,      10857,     11322
  1166,     17129,        3674,       6855,    20237,      10873,     11354
  1167,     17172,        3646,       6821,    20238,      10862,     11258
  1168,     18283,        3642,       6926,    20258,      10899,     11447
  1169,     17367,        3658,       7140,    20294,      10889,     11275
  1170,     17466,        3671,       6875,    20316,      10921,     11397
  1171,     17110,        3726,       6790,    20336,      10931,     11431
  1172,     18958,        3636,       7290,    20337,      10923,     11307
  1173,     17734,        3663,       6948,    20379,      10960,     11628
  1174,     17843,        3661,       7076,    20396,      10940,     11492
  1175,     17483,        3648,       6951,    20441,      10974,     11683
  1176,     18446,        3581,       7256,    20462,      10980,     11600
  1177,     18575,        3652,       7321,    20453,      10991,     11523
  1178,     18313,        3654,       7092,    20485,      11015,     11565
  1179,     17353,        3696,       7030,    20501,      11015,     11471
  1180,     17282,        3691,       7042,    20502,      11012,     12339
  1181,     17343,        3718,       7418,    20551,      11052,     11633
  1182,     18042,        3677,       7392,    20546,      11061,     11443
  1183,     17918,        3728,       7045,    20570,      11051,     11501
  1184,     17531,        3714,       6996,    20591,      11076,     11518
  1185,     18026,        3683,       7037,    20610,      11072,     11491
  1186,     18265,        3685,       7154,    20635,      11074,     11640
  1187,     17519,        3710,       6933,    20663,      11076,     11575
  1188,     18053,        3698,       7112,    20664,      11096,     11562
  1189,     17958,        3702,       7057,    20716,      11128,     11963
  1190,     19377,        3638,       7536,    20712,      11140,     11681
  1191,     18476,        3692,       7163,    20744,      11163,     11727
  1192,     19938,        3636,       7605,    20753,      11171,     11645
  1193,     18108,        3692,       7070,    20798,      11194,     11579
  1194,     19661,        3660,       7486,    20810,      11200,     11849
  1195,     17546,        3762,       6955,    20838,      11216,     11875
  1196,     18302,        3726,       7403,    20881,      11219,     11925
  1197,     18227,        3750,       7194,    20894,      11246,     11976
  1198,     18641,        3735,       7178,    20934,      11256,     11879
  1199,     17441,        3770,       8183,    20909,      11229,     13034
  1200,     17188,        3805,       7375,    20931,      11280,     12062
  1201,     19232,        3733,       7956,    20956,      11252,     12302
  1202,     17990,        3762,       7002,    21000,      11302,     11898
  1203,     18981,        3742,       7391,    20976,      11274,     11898
  1204,     18563,        3800,       7271,    21016,      11297,     11818
  1205,     18126,        3815,       7109,    21034,      11287,     12158
  1206,     19051,        3776,       7324,    21059,      11323,     11985
  1207,     19054,        3793,       7396,    21071,      11324,     11810
  1208,     19208,        3766,       7370,    21055,      11289,     11898
  1209,     18031,        3779,       7176,    21155,      11361,     11913
  1210,     19705,        3765,       7565,    21150,      11366,     11771
  1211,     19971,        3745,       7625,    21184,      11378,     12122
  1212,     17486,        3858,       6953,    21183,      11377,     11976
  1213,     18328,        3819,       7188,    21204,      11386,     12095
  1214,     19773,        3723,       7743,    21233,      11416,     12004
  1215,     19355,        3821,       7564,    21256,      11413,     12148
  1216,     17947,        3815,       7096,    21257,      11430,     11987
  1217,     19690,        3767,       7501,    21288,      11442,     11994
  1218,     18612,        3814,       7623,    21300,      11462,     11895
  1219,     18582,        3794,       7276,    21316,      11467,     12186
  1220,     18482,        3841,       7367,    21340,      11472,     12463
  1221,     17882,        3847,       7359,    21360,      11478,     12375
  1222,     17793,        3862,       7213,    21376,      11481,     12399
  1223,     19528,        3814,       7703,    21390,      11487,     12264
  1224,     18787,        3810,       7247,    21392,      11481,     11850
  1225,     18438,        3818,       7199,    21418,      11515,     11953
  1226,     20582,        3784,       7651,    21446,      11529,     12661
  1227,     18644,        3846,       7173,    21451,      11521,     11880
  1228,     18742,        3840,       7230,    21491,      11532,     12868
  1229,     18719,        3810,       7413,    21503,      11558,     12207
  1230,     18728,        3864,       7299,    21526,      11566,     11935
  1231,     19459,        3856,       7522,    21567,      11576,     11838
  1232,     19058,        3833,       7299,    21584,      11580,     11875
  1233,     18869,        3816,       7380,    21581,      11604,     12237
  1234,     18501,        3861,       7249,    21613,      11595,     11939
  1235,     18181,        3928,       7480,    21620,      11609,     12059
  1236,     18792,        3958,       7370,    21672,      11647,     12082
  1237,     18691,        3878,       7275,    21687,      11658,     11978
  1238,     18633,        3904,       7336,    21688,      11625,     12232
  1239,     19824,        3860,       7565,    21723,      11668,     11867
  1240,     18308,        3933,       7225,    21757,      11698,     12101
  1241,     19180,        3896,       7465,    21753,      11689,     12049
  1242,     19027,        3866,       7197,    21776,      11688,     12067
  1243,     19415,        3840,       7646,    21777,      11676,     11976
  1244,     19295,        3896,       7363,    21824,      11741,     12085
  1245,     20760,        3871,       7862,    21821,      11721,     12202
  1246,     18863,        3934,       7473,    21853,      11730,     12015
  1247,     18696,        3970,       7345,    21867,      11751,     12191
  1248,     19270,        3934,       7892,    21897,      11752,     13475
  1249,     19018,        3943,       8135,    21884,      11743,     12503
  1250,     18840,        3942,       7937,    21960,      11788,     12725
  1251,     20376,        3870,       7721,    21955,      11764,     12298
  1252,     18245,        3957,       7145,    21983,      11821,     12323
  1253,     18348,        3998,       7373,    22023,      11840,     12145
  1254,     20190,        3926,       7552,    22036,      11831,     12394
  1255,     19721,        3929,       7546,    22062,      11843,     12328
  1256,     19570,        3935,       7509,    22070,      11861,     11970
  1257,     18764,        3997,       7368,    22057,      11847,     12508
  1258,     19093,        3960,       7983,    22147,      11922,     12628
  1259,     21997,        3847,       8373,    22128,      11894,     12276
  1260,     19833,        3901,       7714,    22165,      11911,     12372
  1261,     20127,        3954,       7651,    22156,      11892,     12275
  1262,     19655,        3965,       7523,    22173,      11912,     12535
  1263,     18962,        3940,       7233,    22207,      11914,     12280
  1264,     19730,        3959,       7390,    22227,      11925,     12233
  1265,     20007,        3947,       7702,    22256,      11946,     12195
  1266,     19432,        4017,       7556,    22260,      11952,     12454
  1267,     19524,        3999,       7647,    22266,      11927,     12339
  1268,     19595,        3984,       7506,    22308,      11966,     12279
  1269,     20909,        3933,       7860,    22310,      11956,     12427
  1270,     18754,        4045,       7312,    22349,      12017,     12759
  1271,     18738,        4028,       7343,    22362,      12010,     20517
  1272,     20650,        3920,       7770,    22359,      12001,     12209
  1273,     19875,        3946,       7902,    22436,      12042,     12403
  1274,     20315,        4001,       7748,    22428,      12061,     12502
  1275,     19297,        4012,       7447,    22433,      12031,     12386
  1276,     20131,        3962,       7658,    22455,      12032,     12662
  1277,     18796,        4086,       7445,    22446,      12056,     12345
  1278,     19569,        4020,       7601,    22455,      12058,     12456
  1279,     19641,        4034,       7469,    22512,      12085,     12468
  1280,     19396,        4039,       7368,    22562,      12120,     12516
  1281,     19486,        4028,       7558,    22586,      12117,     12586
  1282,     19294,        4025,       7257,    22562,      12092,     12607
  1283,     18837,        4098,       7307,    22584,      12122,     12369
  1284,     19275,        4069,       7581,    22608,      12123,     12450
  1285,     19320,        4107,       7439,    22658,      12144,     12455
  1286,     20820,        4042,       9112,    22638,      12138,     12669
  1287,     21818,        4008,       8313,    22662,      12155,     12875
  1288,     20425,        4116,       7734,    22680,      12163,     12708
  1289,     19502,        4079,       7478,    22709,      12165,     12509
  1290,     19958,        4065,       7859,    22738,      12195,     12649
  1291,     20363,        4039,       7898,    22759,      12215,     12769
  1292,     19804,        4062,       7628,    22791,      12222,     12719
  1293,     21368,        4066,       8316,    22807,      12253,     12696
  1294,     19789,        4091,       7603,    22831,      12253,     12741
  1295,     19862,        4054,       7910,    22841,      12267,     13239
  1296,     20673,        4094,       8824,    22877,      12284,     13179
  1297,     19397,        4154,       8302,    22909,      12289,     13094
  1298,     20535,        4048,       7710,    22904,      12302,     12825
  1299,     19668,        4138,       7698,    22918,      12279,     12791
  1300,     20617,        4036,       7789,    22934,      12322,     12601
  1301,     22444,        4029,       8335,    22975,      12327,     12746
  1302,     21013,        4065,       7835,    22992,      12344,     12736
  1303,     19598,        4175,       7654,    23010,      12353,     12636
  1304,     19488,        4135,       7623,    23020,      12347,     13173
  1305,     19435,        4150,       7481,    23091,      12391,     12849
  1306,     20401,        4091,       7860,    23087,      12411,     12911
  1307,     19722,        4115,       7686,    23136,      12437,     12834
  1308,     20336,        4124,       7640,    23137,      12432,     12919
  1309,     20513,        4126,       8089,    23170,      12449,     12833
  1310,     20813,        4109,       8075,    23134,      12438,     12932
  1311,     20538,        4117,       7892,    23188,      12448,     13000
  1312,     21670,        4104,       8141,    23192,      12456,     12811
  1313,     20646,        4120,       7934,    23250,      12482,     13460
  1314,     20597,        4130,       8502,    23247,      12474,     13080
  1315,     20652,        4156,       8148,    23240,      12432,     13108
  1316,     20831,        4140,       7926,    23256,      12469,     12860
  1317,     19959,        4191,       7811,    23326,      12525,     20980
  1318,     19499,        4243,       7719,    23329,      12530,     12861
  1319,     21253,        4120,       8134,    23320,      12525,     12867
  1320,     20739,        4133,       7951,    23366,      12546,     13052
  1321,     20139,        4131,       7709,    23391,      12564,     13031
  1322,     21098,        4128,       7907,    23372,      12549,     13042
  1323,     20482,        4177,       7864,    23437,      12602,     12929
  1324,     20829,        4161,       7917,    23438,      12585,     13105
  1325,     21097,        4202,       8043,    23481,      12609,     12915
  1326,     20914,        4187,       8029,    23489,      12603,     13230
  1327,     21349,        4098,       8280,    23511,      12628,     13138
  1328,     22146,        4146,       8512,    23522,      12640,     13236
  1329,     21752,        4133,       8296,    23554,      12668,     13094
  1330,     21743,        4155,       8199,    23557,      12666,     13202
  1331,     20295,        4245,       7801,    23585,      12685,     13326
  1332,     21416,        4239,       8049,    23600,      12680,     13051
  1333,     21117,        4269,       8125,    23645,      12705,     13119
  1334,     20043,        4207,       7693,    23638,      12697,     12906
  1335,     20043,        4247,       7765,    23652,      12707,     13010
  1336,     20648,        4248,       8033,    23665,      12736,     13043
  1337,     21038,        4246,       8027,    23708,      12728,     13126
  1338,     20858,        4215,       8011,    23731,      12746,     13186
  1339,     21054,        4217,       8067,    23765,      12755,     13137
  1340,     21040,        4252,       8046,    23765,      12756,     14591
  1341,     21763,        4154,       8432,    23760,      12726,     14374
  1342,     20850,        4282,       9058,    23812,      12789,     14035
  1343,     20153,        4307,       8034,    23844,      12826,     13455
  1344,     22203,        4218,       8368,    23861,      12817,     13508
  1345,     20781,        4244,       8144,    23855,      12817,     13488
  1346,     21340,        4230,       8171,    23901,      12849,     13580
  1347,     19875,        4310,       8103,    23891,      12818,     13286
  1348,     20350,        4277,       7732,    23953,      12862,     13504
  1349,     21270,        4280,       8413,    23976,      12880,     13283
  1350,     20600,        4274,       8079,    23975,      12874,     13476
  1351,     20993,        4255,       8254,    24007,      12889,     13538
  1352,     21777,        4222,       8056,    23989,      12871,     13498
  1353,     20284,        4279,       8088,    24047,      12914,     13816
  1354,     22008,        4293,       8738,    24061,      12928,     13367
  1355,     21619,        4226,       8352,    24095,      12948,     13741
  1356,     20752,        4352,       7961,    24106,      12948,     13483
  1357,     23293,        4230,       8802,    24131,      12964,     13354
  1358,     21418,        4276,       8459,    24151,      12973,     13463
  1359,     20661,        4340,       8139,    24165,      12987,     13824
  1360,     21907,        4253,       8403,    24165,      12979,     13324
  1361,     22580,        4279,       8641,    24244,      13026,     13857
  1362,     20366,        4365,       7979,    24209,      13006,     21969
  1363,     20204,        4396,       8131,    24239,      13023,     13851
  1364,     22319,        4274,       8673,    24294,      13057,     13517
  1365,     20958,        4357,       8108,    24293,      13038,     13629
  1366,     20916,        4313,       8165,    24341,      13090,     14811
  1367,     21343,        4375,       8252,    24369,      13091,     13852
  1368,     21752,        4329,       8436,    24383,      13126,     13716
  1369,     20615,        4377,       8078,    24443,      13146,     13497
  1370,     21915,        4319,       8513,    24428,      13144,     13961
  1371,     21539,        4291,       8213,    24437,      13116,     13675
  1372,     20561,        4402,       7953,    24493,      13137,     13558
  1373,     22081,        4291,       8530,    24475,      13145,     13763
  1374,     21398,        4364,       8184,    24498,      13169,     13586
  1375,     22226,        4303,       8798,    24506,      13154,     13515
  1376,     21748,        4377,       8318,    24533,      13177,     13503
  1377,     21115,        4410,       8364,    24534,      13158,     13723
  1378,     23493,        4350,       8684,    24557,      13179,     13698
  1379,     22519,        4376,       8772,    24621,      13234,     13804
  1380,     22389,        4307,       8778,    24639,      13242,     14380
  1381,     21997,        4332,       8917,    24681,      13247,     13913
  1382,     22134,        4370,       8447,    24680,      13279,     13731
  1383,     22494,        4347,       8671,    24717,      13282,     14184
  1384,     21001,        4439,       8315,    24738,      13285,     15102
  1385,     21557,        4418,       9340,    24736,      13289,     14464
  1386,     22044,        4398,       8969,    24725,      13281,     13991
  1387,     20987,        4431,       8470,    24733,      13279,     13855
  1388,     21401,        4373,       8273,    24789,      13308,     13914
  1389,     21395,        4396,       8352,    24795,      13324,     13764
  1390,     22381,        4389,       8529,    24822,      13351,     13830
  1391,     21769,        4415,       8368,    24886,      13363,     13805
  1392,     23365,        4356,       9265,    24837,      13335,     14638
  1393,     20686,        4442,       8753,    24946,      13405,     14506
  1394,     22189,        4387,       8841,    24903,      13376,     14439
  1395,     21791,        4377,       9082,    24949,      13390,     15257
  1396,     22031,        4400,       9658,    24974,      13416,     15394
  1397,     22456,        4384,       9242,    24972,      13424,     14833
  1398,     22461,        4381,       9016,    25028,      13464,     14869
  1399,     21007,        4477,       8879,    25049,      13455,     14705
  1400,     22044,        4437,       8966,    25072,      13481,     14690
  1401,     21158,        4479,       8840,    25042,      13451,     14787
  1402,     22610,        4416,       9086,    25094,      13497,     14924
  1403,     22908,        4446,       9447,    25090,      13470,     14966
  1404,     22945,        4455,       9481,    25101,      13490,     24638
  1405,     21660,        4436,       9011,    25146,      13500,     15074
  1406,     22873,        4422,       9537,    25205,      13551,     15063
  1407,     21721,        4500,       8885,    25223,      13559,     15109
  1408,     21988,        4468,       8935,    25213,      13545,     15066
  1409,     23287,        4418,       9259,    25227,      13547,     15093
  1410,     22047,        4451,       8774,    25233,      13531,     14664
  1411,     21969,        4445,       8510,    25246,      13563,     14316
  1412,     23053,        4442,       8757,    25290,      13582,     14700
  1413,     21146,        4530,       8383,    25324,      13595,     14309
  1414,     22085,        4484,       8563,    25359,      13597,     14230
  1415,     21818,        4530,       8592,    25341,      13614,     15302
  1416,     21691,        4526,       8648,    25390,      13621,     14445
  1417,     23034,        4372,       8945,    25388,      13624,     14354
  1418,     22539,        4541,       8788,    25420,      13646,     14189
  1419,     21680,        4571,       8604,    25479,      13715,     14466
  1420,     22198,        4526,       8496,    25454,      13675,     14141
  1421,     21992,        4547,       9175,    25470,      13673,     14767
  1422,     21483,        4578,       8723,    25484,      13693,     15011
  1423,     22748,        4533,       9224,    25540,      13715,     15372
  1424,     22709,        4516,       9142,    25562,      13752,     15184
  1425,     23102,        4477,       9648,    25562,      13744,     17073
  1426,     22197,        4521,      11628,    25586,      13717,     15355
  1427,     22746,        4566,       9195,    25590,      13737,     15292
  1428,     21851,        4580,       8970,    25632,      13753,     15349
  1429,     22246,        4608,       9478,    25654,      13773,     15253
  1430,     23054,        4520,       9498,    25707,      13788,     16004
  1431,     22432,        4528,       9212,    25677,      13782,     15139
  1432,     24123,        4508,      10013,    25712,      13799,     15410
  1433,     22352,        4560,       9522,    25744,      13825,     15686
  1434,     22636,        4570,       9505,    25772,      13845,     15253
  1435,     21743,        4613,       9392,    25782,      13837,     15069
  1436,     23680,        4577,       9425,    25799,      13880,     14876
  1437,     24283,        4469,       9758,    25799,      13825,     14946
  1438,     21216,        4676,       8757,    25824,      13847,     15298
  1439,     21617,        4639,      10032,    25870,      13883,     15245
  1440,     22106,        4594,       9013,    25834,      13867,     15673
  1441,     22422,        4577,       8925,    25944,      13924,     15571
  1442,     22603,        4618,       9197,    25891,      13906,     15645
  1443,     24196,        4549,       9859,    25919,      13919,     15812
  1444,     22932,        4650,      19295,    25976,      13951,     15273
  1445,     22977,        4535,       9331,    26001,      13973,     15914
  1446,     23576,        4613,       9381,    25994,      13967,     15456
  1447,     23382,        4567,       9820,    26056,      14017,     15453
  1448,     23409,        4608,       9262,    26012,      13955,     15149
  1449,     23917,        4548,       9570,    26064,      13991,     15511
  1450,     22841,        4652,       9303,    26107,      14019,     15268
  1451,     24118,        4541,       9408,    26107,      14003,     15181
  1452,     23133,        4600,       9489,    26093,      13996,     15140
  1453,     22226,        4711,       8838,    26154,      14051,     15217
  1454,     22916,        4622,       9396,    26137,      14010,     15154
  1455,     22629,        4672,       9083,    26190,      14048,     15496
  1456,     23020,        4616,       9202,    26205,      14077,     15350
  1457,     22731,        4602,       9266,    26186,      14046,     15148
  1458,     23113,        4682,       9537,    26270,      14089,     15615
  1459,     23186,        4566,       9286,    26277,      14115,     15461
  1460,     24012,        4677,       9870,    26262,      14092,     15253
  1461,     22935,        4653,       9075,    26329,      14132,     16728
  1462,     24230,        4636,       9728,    26338,      14131,     15399
  1463,     23275,        4626,       9472,    26342,      14145,     17390
  1464,     22803,        4663,      11134,    26330,      14140,     25176
  1465,     22885,        4654,       9196,    26367,      14147,     15250
  1466,     23445,        4588,       9261,    26427,      14174,     15261
  1467,     23098,        4751,       9342,    26409,      14177,     15213
  1468,     27413,        4594,      10482,    26460,      14222,     15139
  1469,     22869,        4719,       9306,    26467,      14210,     15366
  1470,     23927,        4669,       9499,    26473,      14200,     15305
  1471,     22715,        4772,       9390,    26521,      14239,     15337
  1472,     23290,        4707,       9585,    26541,      14239,     15590
  1473,     23570,        4710,       9301,    26540,      14254,     15535
  1474,     23797,        4716,       9739,    26614,      14292,     15637
  1475,     22954,        4733,       9324,    26611,      14276,     15340
  1476,     22932,        4780,       9264,    26650,      14312,     15630
  1477,     22926,        4750,       9376,    26658,      14322,     15560
  1478,     23305,        4745,       9385,    26679,      14326,     15568
  1479,     24846,        4690,       9680,    26707,      14323,     15580
  1480,     23533,        4714,       9532,    26719,      14347,     15614
  1481,     23343,        4697,       9236,    26707,      14335,     15758
  1482,     22866,        4745,       9159,    26758,      14343,     24631
  1483,     23602,        4738,       9503,    26788,      14400,     15785
  1484,     23043,        4761,       9861,    26762,      14358,     16529
  1485,     24843,        4656,       9870,    26825,      14409,     15846
  1486,     22665,        4755,       9136,    26864,      14422,     15490
  1487,     24106,        4702,       9675,    26843,      14380,     15791
  1488,     23911,        4783,       9610,    26921,      14449,     16028
  1489,     23591,        4734,       9518,    26883,      14431,     15762
  1490,     25069,        4703,       9795,    26956,      14491,     15935
  1491,     25099,        4727,       9840,    26930,      14442,     15595
  1492,     23819,        4786,       9683,    26966,      14459,     15728
  1493,     23687,        4760,       9542,    27014,      14507,     15707
  1494,     23243,        4872,       9298,    27022,      14520,     15614
  1495,     24124,        4722,       9554,    27007,      14502,     15574
  1496,     22987,        4864,       9342,    27044,      14518,     15817
  1497,     23282,        4794,       9358,    27075,      14510,     15651
  1498,     25316,        4756,      10038,    27108,      14542,     15819
  1499,     24609,        4813,       9929,    27132,      14568,     15758
  1500,     23423,        4807,       9395,    27137,      14580,     15949
  1501,     26440,        4757,      10827,    27208,      14627,     18239
  1502,     23776,        4758,       9831,    27201,      14605,     17072
  1503,     23439,        4842,       9599,    27229,      14606,     16064
  1504,     24353,        4748,       9640,    27231,      14638,     15783
  1505,     24460,        4784,       9887,    27216,      14604,     16136
  1506,     24389,        4804,      10413,    27270,      14644,     16626
  1507,     23886,        4779,       9857,    27286,      14647,     15933
  1508,     23349,        4830,       9769,    27324,      14657,     15822
  1509,     24007,        4868,       9550,    27340,      14675,     15962
  1510,     24475,        4823,       9768,    27364,      14683,     15851
  1511,     23471,        4857,       9599,    27385,      14682,     15860
  1512,     23887,        4881,       9548,    27398,      14705,     16020
  1513,     23920,        4850,       9450,    27437,      14732,     16130
  1514,     23688,        4896,       9466,    27457,      14694,     16022
  1515,     24472,        4889,       9987,    27440,      14704,     15877
  1516,     25181,        4827,       9802,    27491,      14752,     16077
  1517,     23388,        4896,       9383,    27489,      14741,     16077
  1518,     23740,        4923,       9825,    27523,      14772,     15942
  1519,     24006,        4902,       9829,    27521,      14750,     16278
  1520,     24864,        4870,      20275,    27588,      14786,     16634
  1521,     26509,        4777,      11039,    27581,      14804,     27784
  1522,     24248,        4847,      17079,    27606,      14797,     21135
  1523,     24475,        4877,      12872,    27619,      14818,     17888
  1524,     24713,        4816,      10057,    27638,      14831,     16545
  1525,     25403,        4941,      10599,    27689,      14837,     16135
  1526,     23929,        4875,       9592,    27694,      14863,     16370
  1527,     25090,        4903,      11838,    27701,      14837,     20543
  1528,     27245,        4742,      13225,    27744,      14887,     19139
  1529,     24721,        4965,      10470,    27751,      14894,     16265
  1530,     24992,        4896,       9844,    27758,      14904,     16102
  1531,     26085,        4817,       9921,    27777,      14886,     15919
  1532,     25705,        4967,       9890,    27799,      14908,     17333
  1533,     23420,        5003,       9434,    27813,      14922,     16096
  1534,     24160,        4937,       9449,    27842,      14944,     16008
  1535,     24027,        4923,       9630,    27891,      14961,     16085
  1536,     25161,        4927,      10264,    27929,      14993,     16007
  1537,     25778,        4932,      10148,    27933,      15005,     15820
  1538,     25164,        4904,       9824,    27954,      14979,     16188
  1539,     24488,        4904,       9579,    27950,      14995,     17199
  1540,     24233,        4959,       9688,    27976,      15008,     16431
  1541,     24596,        5009,       9761,    27992,      15013,     16740
  1542,     25531,        4920,      10107,    27997,      15036,     16307
  1543,     24051,        5007,       9809,    28028,      15021,     16230
  1544,     24836,        4970,      10402,    28049,      15005,     16166
  1545,     25133,        4944,      10327,    28075,      15063,     16400
  1546,     24608,        4974,      10414,    28090,      15063,     18151
  1547,     25526,        4945,      11304,    28133,      15100,     17448
  1548,     24786,        4997,      10842,    28149,      15097,     17470
  1549,     24775,        5025,      10405,    28172,      15130,     17272
  1550,     25315,        5001,      10093,    28198,      15115,     16700
  1551,     25118,        4978,      10227,    28175,      15095,     17080
  1552,     24477,        5033,      10110,    28248,      15156,     16401
  1553,     26563,        4975,      10617,    28248,      15148,     16481
  1554,     24646,        5052,      12273,    28277,      15176,     17069
  1555,     23705,        5025,       9764,    28256,      15149,     16878
  1556,     24426,        5042,      10046,    28328,      15180,     17654
  1557,     24509,        5053,       9702,    28373,      15203,     16998
  1558,     25303,        4951,      10358,    28342,      15218,     17632
  1559,     24796,        5050,      10039,    28378,      15232,     17233
  1560,     25810,        5011,      10160,    28410,      15254,     16931
  1561,     25654,        4961,      10167,    28415,      15233,     16990
  1562,     24225,        5110,      10154,    28436,      15242,     16882
