    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time
 7941,         11509,            3571,          11549,          ,            ,           ,         ,           ,          
 7942,         11510,            3571,          11546,          ,            ,           ,         ,           ,          
 7943,         11511,            3571,          11276,          ,            ,           ,         ,           ,          
 7944,         11512,            3571,          11543,          ,            ,           ,         ,           ,          
 7945,         11513,            3571,          11286,          ,            ,           ,         ,           ,          
 7946,         11514,            3571,          11538,          ,            ,           ,         ,           ,          
 7947,         11517,            3573,          11537,          ,            ,           ,         ,           ,          
 7948,         11518,            3573,          11524,          ,            ,           ,         ,           ,          
 7949,         11519,            3573,          11234,          ,            ,           ,         ,           ,          
 7950,         11521,            3574,          11502,          ,            ,           ,         ,           ,          
 7951,         11524,            3576,          11237,          ,            ,           ,         ,           ,          
 7952,         11525,            3576,          11524,          ,            ,           ,         ,           ,          
 7953,         11526,            3576,          11548,          ,            ,           ,         ,           ,          
 7954,         11528,            3577,          11526,          ,            ,           ,         ,           ,          
 7955,         11529,            3577,          11258,          ,            ,           ,         ,           ,          
 7956,         11530,            3577,          11680,          ,            ,           ,         ,           ,          
 7957,         11531,            3577,          11304,          ,            ,           ,         ,           ,          
 7958,         11532,            3577,          11569,          ,            ,           ,         ,           ,          
 7959,         11533,            3577,          11564,          ,            ,           ,         ,           ,          
 7960,         11535,            3578,          11526,          ,            ,           ,         ,           ,          
 7961,         11537,            3579,          11256,          ,            ,           ,         ,           ,          
 7962,         11540,            3581,          11536,          ,            ,           ,         ,           ,          
 7963,         11544,            3584,          11278,          ,            ,           ,         ,           ,          
 7964,         11545,            3584,          11532,          ,            ,           ,         ,           ,          
 7965,         11546,            3584,          11545,          ,            ,           ,         ,           ,          
 7966,         11547,            3584,          11527,          ,            ,           ,         ,           ,          
 7967,         11548,            3584,          11266,          ,            ,           ,         ,           ,          
 7968,         11550,            3585,          11692,          ,            ,           ,         ,           ,          
 7969,         11551,            3585,          11899,          ,            ,           ,         ,           ,          
 7970,         11552,            3585,          11873,          ,            ,           ,         ,           ,          
 7971,         11553,            3585,          11653,          ,            ,           ,         ,           ,          
 7972,         11554,            3585,          11599,          ,            ,           ,         ,           ,          
 7973,         11555,            3585,          11270,          ,            ,           ,         ,           ,          
 7974,         11556,            3585,          11590,          ,            ,           ,         ,           ,          
 7975,         11557,            3585,          11314,          ,            ,           ,         ,           ,          
 7976,         11558,            3585,          11600,          ,            ,           ,         ,           ,          
 7977,         11559,            3585,          11573,          ,            ,           ,         ,           ,          
 7978,         11560,            3585,          11562,          ,            ,           ,         ,           ,          
 7979,         11561,            3585,          11441,          ,            ,           ,         ,           ,          
 7980,         11562,            3585,          11654,          ,            ,           ,         ,           ,          
 7981,         11563,            3585,          11296,          ,            ,           ,         ,           ,          
 7982,         11564,            3585,          11587,          ,            ,           ,         ,           ,          
 7983,         11565,            3585,          11578,          ,            ,           ,         ,           ,          
 7984,         11566,            3585,          11572,          ,            ,           ,         ,           ,          
 7985,         11568,            3586,          11307,          ,            ,           ,         ,           ,          
 7986,         11569,            3586,          11582,          ,            ,           ,         ,           ,          
 7987,         11570,            3586,          11337,          ,            ,           ,         ,           ,          
 7988,         11572,            3587,          11614,          ,            ,           ,         ,           ,          
 7989,         11575,            3589,          11609,          ,            ,           ,         ,           ,          
 7990,         11576,            3589,          11611,          ,            ,           ,         ,           ,          
 7991,         11577,            3589,          11348,          ,            ,           ,         ,           ,          
 7992,         11579,            3590,          11580,          ,            ,           ,         ,           ,          
 7993,         11581,            3591,          11313,          ,            ,           ,         ,           ,          
 7994,         11582,            3591,          11546,          ,            ,           ,         ,           ,          
 7995,         11583,            3591,          11591,          ,            ,           ,         ,           ,          
 7996,         11585,            3592,          11596,          ,            ,           ,         ,           ,          
 7997,         11586,            3592,          11577,          ,            ,           ,         ,           ,          
 7998,         11588,            3593,          11569,          ,            ,           ,         ,           ,          
 7999,         11589,            3593,          11582,          ,            ,           ,         ,           ,          
 8000,         11590,            3593,          11561,          ,            ,           ,         ,           ,          
 8001,         11592,            3594,          11535,          ,            ,           ,         ,           ,          
 8002,         11593,            3594,          10875,          ,            ,           ,         ,           ,          
 8003,         11594,            3594,          10676,          ,            ,           ,         ,           ,          
 8004,         11595,            3594,          10883,          ,            ,           ,         ,           ,          
 8005,         11597,            3595,          10647,          ,            ,           ,         ,           ,          
 8006,         11598,            3595,          10924,          ,            ,           ,         ,           ,          
 8007,         11599,            3595,          10906,          ,            ,           ,         ,           ,          
 8008,         11600,            3595,          10917,          ,            ,           ,         ,           ,          
 8009,         11601,            3595,          10633,          ,            ,           ,         ,           ,          
 8010,         11602,            3595,          10915,          ,            ,           ,         ,           ,          
 8011,         11603,            3595,          10660,          ,            ,           ,         ,           ,          
 8012,         11604,            3595,          10913,          ,            ,           ,         ,           ,          
 8013,         11606,            3596,          10923,          ,            ,           ,         ,           ,          
 8014,         11608,            3597,          11009,          ,            ,           ,         ,           ,          
 8015,         11609,            3597,          10701,          ,            ,           ,         ,           ,          
 8016,         11610,            3597,          10933,          ,            ,           ,         ,           ,          
 8017,         11611,            3597,          10667,          ,            ,           ,         ,           ,          
 8018,         11612,            3597,          10938,          ,            ,           ,         ,           ,          
 8019,         11613,            3597,          10913,          ,            ,           ,         ,           ,          
 8020,         11614,            3597,          10942,          ,            ,           ,         ,           ,          
 8021,         11616,            3598,          10920,          ,            ,           ,         ,           ,          
 8022,         11617,            3598,          11102,          ,            ,           ,         ,           ,          
 8023,         11618,            3598,          11535,          ,            ,           ,         ,           ,          
 8024,         11619,            3598,          11383,          ,            ,           ,         ,           ,          
 8025,         11620,            3598,          11022,          ,            ,           ,         ,           ,          
 8026,         11621,            3598,          10968,          ,            ,           ,         ,           ,          
 8027,         11622,            3598,          11395,          ,            ,           ,         ,           ,          
 8028,         11624,            3599,          11651,          ,            ,           ,         ,           ,          
 8029,         11627,            3601,          11377,          ,            ,           ,         ,           ,          
 8030,         11628,            3601,          11620,          ,            ,           ,         ,           ,          
 8031,         11629,            3601,          11671,          ,            ,           ,         ,           ,          
 8032,         11630,            3601,          11642,          ,            ,           ,         ,           ,          
 8033,         11633,            3603,          11347,          ,            ,           ,         ,           ,          
 8034,         11637,            3606,          11681,          ,            ,           ,         ,           ,          
 8035,         11638,            3606,          11386,          ,            ,           ,         ,           ,          
 8036,         11639,            3606,          11681,          ,            ,           ,         ,           ,          
 8037,         11640,            3606,          11662,          ,            ,           ,         ,           ,          
 8038,         11643,            3608,          11647,          ,            ,           ,         ,           ,          
 8039,         11644,            3608,          11403,          ,            ,           ,         ,           ,          
 8040,         11645,            3608,          11665,          ,            ,           ,         ,           ,          
 8041,         11646,            3608,          11394,          ,            ,           ,         ,           ,          
 8042,         11647,            3608,          11684,          ,            ,           ,         ,           ,          
 8043,         11650,            3610,          11676,          ,            ,           ,         ,           ,          
 8044,         11652,            3611,          11731,          ,            ,           ,         ,           ,          
 8045,         11653,            3611,          11449,          ,            ,           ,         ,           ,          
 8046,         11654,            3611,          11659,          ,            ,           ,         ,           ,          
 8047,         11655,            3611,          11427,          ,            ,           ,         ,           ,          
 8048,         11656,            3611,          11674,          ,            ,           ,         ,           ,          
 8049,         11657,            3611,          11657,          ,            ,           ,         ,           ,          
 8050,         11658,            3611,          11691,          ,            ,           ,         ,           ,          
 8051,         11659,            3611,          11398,          ,            ,           ,         ,           ,          
 8052,         11661,            3612,          11699,          ,            ,           ,         ,           ,          
 8053,         11662,            3612,          11449,          ,            ,           ,         ,           ,          
 8054,         11664,            3613,          11737,          ,            ,           ,         ,           ,          
 8055,         11665,            3613,          11997,          ,            ,           ,         ,           ,          
 8056,         11666,            3613,          11820,          ,            ,           ,         ,           ,          
 8057,         11668,            3614,          11434,          ,            ,           ,         ,           ,          
 8058,         11669,            3614,          11787,          ,            ,           ,         ,           ,          
 8059,         11671,            3615,          11407,          ,            ,           ,         ,           ,          
 8060,         11672,            3615,          11714,          ,            ,           ,         ,           ,          
 8061,         11673,            3615,          11763,          ,            ,           ,         ,           ,          
 8062,         11674,            3615,          11692,          ,            ,           ,         ,           ,          
 8063,         11675,            3615,          11443,          ,            ,           ,         ,           ,          
 8064,         11678,            3617,          11701,          ,            ,           ,         ,           ,          
 8065,         11679,            3617,          11816,          ,            ,           ,         ,           ,          
 8066,         11680,            3617,          11762,          ,            ,           ,         ,           ,          
 8067,         11682,            3618,          11418,          ,            ,           ,         ,           ,          
 8068,         11683,            3618,          11841,          ,            ,           ,         ,           ,          
 8069,         11684,            3618,          11467,          ,            ,           ,         ,           ,          
 8070,         11686,            3619,          11724,          ,            ,           ,         ,           ,          
 8071,         11689,            3621,          11525,          ,            ,           ,         ,           ,          
 8072,         11693,            3624,          11056,          ,            ,           ,         ,           ,          
 8073,         11694,            3624,          10753,          ,            ,           ,         ,           ,          
 8074,         11695,            3624,          11250,          ,            ,           ,         ,           ,          
 8075,         11696,            3624,          10767,          ,            ,           ,         ,           ,          
 8076,         11697,            3624,          11579,          ,            ,           ,         ,           ,          
 8077,         11698,            3624,          11004,          ,            ,           ,         ,           ,          
 8078,         11699,            3624,          11353,          ,            ,           ,         ,           ,          
 8079,         11701,            3625,          10826,          ,            ,           ,         ,           ,          
 8080,         11703,            3626,          11169,          ,            ,           ,         ,           ,          
 8081,         11704,            3626,          10794,          ,            ,           ,         ,           ,          
 8082,         11705,            3626,          11053,          ,            ,           ,         ,           ,          
 8083,         11706,            3626,          10773,          ,            ,           ,         ,           ,          
 8084,         11709,            3628,          11052,          ,            ,           ,         ,           ,          
 8085,         11712,            3630,          10760,          ,            ,           ,         ,           ,          
 8086,         11713,            3630,          11432,          ,            ,           ,         ,           ,          
 8087,         11714,            3630,          11641,          ,            ,           ,         ,           ,          
 8088,         11715,            3630,          11952,          ,            ,           ,         ,           ,          
 8089,         11717,            3631,          11502,          ,            ,           ,         ,           ,          
 8090,         11718,            3631,          11760,          ,            ,           ,         ,           ,          
 8091,         11719,            3631,          11479,          ,            ,           ,         ,           ,          
 8092,         11721,            3632,          11932,          ,            ,           ,         ,           ,          
 8093,         11724,            3634,          11479,          ,            ,           ,         ,           ,          
 8094,         11726,            3635,          11778,          ,            ,           ,         ,           ,          
 8095,         11729,            3637,          11477,          ,            ,           ,         ,           ,          
 8096,         11730,            3637,          11782,          ,            ,           ,         ,           ,          
 8097,         11731,            3637,          11481,          ,            ,           ,         ,           ,          
 8098,         11732,            3637,          11914,          ,            ,           ,         ,           ,          
 8099,         11735,            3639,          11499,          ,            ,           ,         ,           ,          
 8100,         11739,            3642,          11853,          ,            ,           ,         ,           ,          
 8101,         11741,            3643,          11530,          ,            ,           ,         ,           ,          
 8102,         11742,            3643,          11809,          ,            ,           ,         ,           ,          
 8103,         11743,            3643,          11520,          ,            ,           ,         ,           ,          
 8104,         11744,            3643,          12000,          ,            ,           ,         ,           ,          
 8105,         11745,            3643,          11559,          ,            ,           ,         ,           ,          
 8106,         11746,            3643,          11791,          ,            ,           ,         ,           ,          
 8107,         11747,            3643,          11487,          ,            ,           ,         ,           ,          
 8108,         11748,            3643,          11813,          ,            ,           ,         ,           ,          
 8109,         11749,            3643,          11765,          ,            ,           ,         ,           ,          
 8110,         11752,            3645,          11813,          ,            ,           ,         ,           ,          
 8111,         11753,            3645,          11806,          ,            ,           ,         ,           ,          
 8112,         11754,            3645,          11788,          ,            ,           ,         ,           ,          
 8113,         11755,            3645,          11787,          ,            ,           ,         ,           ,          
 8114,         11757,            3646,          11804,          ,            ,           ,         ,           ,          
 8115,         11760,            3648,          11784,          ,            ,           ,         ,           ,          
 8116,         11763,            3650,          11828,          ,            ,           ,         ,           ,          
 8117,         11764,            3650,          11540,          ,            ,           ,         ,           ,          
 8118,         11765,            3650,          11885,          ,            ,           ,         ,           ,          
 8119,         11766,            3650,          11565,          ,            ,           ,         ,           ,          
 8120,         11767,            3650,          11831,          ,            ,           ,         ,           ,          
 8121,         11768,            3650,          11821,          ,            ,           ,         ,           ,          
 8122,         11769,            3650,          11837,          ,            ,           ,         ,           ,          
 8123,         11771,            3651,          11554,          ,            ,           ,         ,           ,          
 8124,         11773,            3652,          11843,          ,            ,           ,         ,           ,          
 8125,         11774,            3652,          11507,          ,            ,           ,         ,           ,          
 8126,         11775,            3652,          11813,          ,            ,           ,         ,           ,          
 8127,         11776,            3652,          11819,          ,            ,           ,         ,           ,          
 8128,         11778,            3653,          11750,          ,            ,           ,         ,           ,          
 8129,         11779,            3653,          11156,          ,            ,           ,         ,           ,          
 8130,         11780,            3653,          11205,          ,            ,           ,         ,           ,          
 8131,         11782,            3654,          11508,          ,            ,           ,         ,           ,          
 8132,         11784,            3655,          11363,          ,            ,           ,         ,           ,          
 8133,         11785,            3655,          11155,          ,            ,           ,         ,           ,          
 8134,         11786,            3655,          11168,          ,            ,           ,         ,           ,          
 8135,         11788,            3656,          11156,          ,            ,           ,         ,           ,          
 8136,         11789,            3656,          11142,          ,            ,           ,         ,           ,          
 8137,         11790,            3656,          11163,          ,            ,           ,         ,           ,          
 8138,         11792,            3657,          11192,          ,            ,           ,         ,           ,          
 8139,         11793,            3657,          11111,          ,            ,           ,         ,           ,          
 8140,         11797,            3660,          10940,          ,            ,           ,         ,           ,          
 8141,         11798,            3660,          11159,          ,            ,           ,         ,           ,          
 8142,         11799,            3660,          10912,          ,            ,           ,         ,           ,          
 8143,         11800,            3660,          11147,          ,            ,           ,         ,           ,          
 8144,         11802,            3661,          11157,          ,            ,           ,         ,           ,          
 8145,         11803,            3661,          11176,          ,            ,           ,         ,           ,          
 8146,         11807,            3664,          10921,          ,            ,           ,         ,           ,          
 8147,         11808,            3664,          11194,          ,            ,           ,         ,           ,          
 8148,         11809,            3664,          10905,          ,            ,           ,         ,           ,          
 8149,         11810,            3664,          11183,          ,            ,           ,         ,           ,          
 8150,         11813,            3666,          11231,          ,            ,           ,         ,           ,          
 8151,         11816,            3668,          11253,          ,            ,           ,         ,           ,          
 8152,         11817,            3668,          11004,          ,            ,           ,         ,           ,          
 8153,         11818,            3668,          11221,          ,            ,           ,         ,           ,          
 8154,         11820,            3669,          10947,          ,            ,           ,         ,           ,          
 8155,         11821,            3669,          11209,          ,            ,           ,         ,           ,          
 8156,         11823,            3670,          11208,          ,            ,           ,         ,           ,          
 8157,         11824,            3670,          11190,          ,            ,           ,         ,           ,          
 8158,         11825,            3670,          10953,          ,            ,           ,         ,           ,          
 8159,         11826,            3670,          11183,          ,            ,           ,         ,           ,          
 8160,         11827,            3670,          10931,          ,            ,           ,         ,           ,          
 8161,         11828,            3670,          11333,          ,            ,           ,         ,           ,          
 8162,         11830,            3671,          10940,          ,            ,           ,         ,           ,          
 8163,         11831,            3671,          11212,          ,            ,           ,         ,           ,          
 8164,         11832,            3671,          10947,          ,            ,           ,         ,           ,          
 8165,         11834,            3672,          11226,          ,            ,           ,         ,           ,          
 8166,         11836,            3673,          10932,          ,            ,           ,         ,           ,          
 8167,         11840,            3676,          11373,          ,            ,           ,         ,           ,          
 8168,         11845,            3680,          10940,          ,            ,           ,         ,           ,          
 8169,         11846,            3680,          11195,          ,            ,           ,         ,           ,          
 8170,         11847,            3680,          11654,          ,            ,           ,         ,           ,          
 8171,         11848,            3680,          11902,          ,            ,           ,         ,           ,          
 8172,         11849,            3680,          11645,          ,            ,           ,         ,           ,          
 8173,         11850,            3680,          12125,          ,            ,           ,         ,           ,          
 8174,         11851,            3680,          11655,          ,            ,           ,         ,           ,          
 8175,         11852,            3680,          11923,          ,            ,           ,         ,           ,          
 8176,         11853,            3680,          11635,          ,            ,           ,         ,           ,          
 8177,         11856,            3682,          11916,          ,            ,           ,         ,           ,          
 8178,         11860,            3685,          11648,          ,            ,           ,         ,           ,          
 8179,         11861,            3685,          12070,          ,            ,           ,         ,           ,          
 8180,         11862,            3685,          11640,          ,            ,           ,         ,           ,          
 8181,         11863,            3685,          11958,          ,            ,           ,         ,           ,          
 8182,         11866,            3687,          11652,          ,            ,           ,         ,           ,          
 8183,         11870,            3690,          12192,          ,            ,           ,         ,           ,          
 8184,         11873,            3692,          11655,          ,            ,           ,         ,           ,          
 8185,         11874,            3692,          12216,          ,            ,           ,         ,           ,          
 8186,         11875,            3692,          12422,          ,            ,           ,         ,           ,          
 8187,         11877,            3693,          11903,          ,            ,           ,         ,           ,          
 8188,         11879,            3694,          11588,          ,            ,           ,         ,           ,          
 8189,         11881,            3695,          11875,          ,            ,           ,         ,           ,          
 8190,         11882,            3695,          11839,          ,            ,           ,         ,           ,          
 8191,         11883,            3695,          11882,          ,            ,           ,         ,           ,          
 8192,         11884,            3695,          11637,          ,            ,           ,         ,           ,          
 8193,         11885,            3695,          11924,          ,            ,           ,         ,           ,          
 8194,         11886,            3695,          11667,          ,            ,           ,         ,           ,          
 8195,         11887,            3695,          11939,          ,            ,           ,         ,           ,          
 8196,         11888,            3695,          11852,          ,            ,           ,         ,           ,          
 8197,         11889,            3695,          11949,          ,            ,           ,         ,           ,          
 8198,         11890,            3695,          11638,          ,            ,           ,         ,           ,          
 8199,         11891,            3695,          11918,          ,            ,           ,         ,           ,          
 8200,         11892,            3695,          11658,          ,            ,           ,         ,           ,          
 8201,         11893,            3695,          11923,          ,            ,           ,         ,           ,          
 8202,         11896,            3697,          11896,          ,            ,           ,         ,           ,          
 8203,         11900,            3700,          12214,          ,            ,           ,         ,           ,          
 8204,         11903,            3702,          11740,          ,            ,           ,         ,           ,          
 8205,         11904,            3702,          11990,          ,            ,           ,         ,           ,          
 8206,         11905,            3702,          11781,          ,            ,           ,         ,           ,          
 8207,         11906,            3702,          12060,          ,            ,           ,         ,           ,          
 8208,         11909,            3704,          11966,          ,            ,           ,         ,           ,          
 8209,         11910,            3704,          11960,          ,            ,           ,         ,           ,          
 8210,         11911,            3704,          11635,          ,            ,           ,         ,           ,          
 8211,         11913,            3705,          11946,          ,            ,           ,         ,           ,          
 8212,         11915,            3706,          11644,          ,            ,           ,         ,           ,          
 8213,         11917,            3707,          12079,          ,            ,           ,         ,           ,          
 8214,         11918,            3707,          11852,          ,            ,           ,         ,           ,          
 8215,         11919,            3707,          11966,          ,            ,           ,         ,           ,          
 8216,         11920,            3707,          11671,          ,            ,           ,         ,           ,          
 8217,         11921,            3707,          11955,          ,            ,           ,         ,           ,          
 8218,         11922,            3707,          11647,          ,            ,           ,         ,           ,          
 8219,         11924,            3708,          12063,          ,            ,           ,         ,           ,          
 8220,         11928,            3711,          11683,          ,            ,           ,         ,           ,          
 8221,         11932,            3714,          11964,          ,            ,           ,         ,           ,          
 8222,         11933,            3714,          11660,          ,            ,           ,         ,           ,          
 8223,         11934,            3714,          11963,          ,            ,           ,         ,           ,          
 8224,         11936,            3715,          11653,          ,            ,           ,         ,           ,          
 8225,         11937,            3715,          12111,          ,            ,           ,         ,           ,          
 8226,         11938,            3715,          11654,          ,            ,           ,         ,           ,          
 8227,         11940,            3716,          11959,          ,            ,           ,         ,           ,          
 8228,         11942,            3717,          11683,          ,            ,           ,         ,           ,          
 8229,         11944,            3718,          12019,          ,            ,           ,         ,           ,          
 8230,         11945,            3718,          11782,          ,            ,           ,         ,           ,          
 8231,         11946,            3718,          12166,          ,            ,           ,         ,           ,          
 8232,         11947,            3718,          11708,          ,            ,           ,         ,           ,          
 8233,         11948,            3718,          12028,          ,            ,           ,         ,           ,          
 8234,         11950,            3719,          11751,          ,            ,           ,         ,           ,          
 8235,         11953,            3721,          12066,          ,            ,           ,         ,           ,          
 8236,         11956,            3723,          11790,          ,            ,           ,         ,           ,          
 8237,         11957,            3723,          12281,          ,            ,           ,         ,           ,          
 8238,         11958,            3723,          12573,          ,            ,           ,         ,           ,          
 8239,         11960,            3724,          12998,          ,            ,           ,         ,           ,          
 8240,         11961,            3724,          12652,          ,            ,           ,         ,           ,          
 8241,         11962,            3724,          13339,          ,            ,           ,         ,           ,          
 8242,         11963,            3724,          12806,          ,            ,           ,         ,           ,          
 8243,         11964,            3724,          12858,          ,            ,           ,         ,           ,          
 8244,         11965,            3724,          13349,          ,            ,           ,         ,           ,          
 8245,         11967,            3725,          13001,          ,            ,           ,         ,           ,          
 8246,         11968,            3725,          12539,          ,            ,           ,         ,           ,          
 8247,         11969,            3725,          12907,          ,            ,           ,         ,           ,          
 8248,         11970,            3725,          12983,          ,            ,           ,         ,           ,          
 8249,         11971,            3725,          12820,          ,            ,           ,         ,           ,          
 8250,         11973,            3726,          12499,          ,            ,           ,         ,           ,          
 8251,         11975,            3727,          12827,          ,            ,           ,         ,           ,          
 8252,         11979,            3730,          12504,          ,            ,           ,         ,           ,          
 8253,         11983,            3733,          12831,          ,            ,           ,         ,           ,          
 8254,         11984,            3733,          12781,          ,            ,           ,         ,           ,          
 8255,         11985,            3733,          12878,          ,            ,           ,         ,           ,          
 8256,         11986,            3733,          12527,          ,            ,           ,         ,           ,          
 8257,         11989,            3735,          12831,          ,            ,           ,         ,           ,          
 8258,         11993,            3738,          12543,          ,            ,           ,         ,           ,          
 8259,         11996,            3740,          12811,          ,            ,           ,         ,           ,          
 8260,         11997,            3740,          12855,          ,            ,           ,         ,           ,          
 8261,         11998,            3740,          12845,          ,            ,           ,         ,           ,          
 8262,         11999,            3740,          12534,          ,            ,           ,         ,           ,          
 8263,         12002,            3742,          12877,          ,            ,           ,         ,           ,          
 8264,         12004,            3743,          12537,          ,            ,           ,         ,           ,          
 8265,         12005,            3743,          13018,          ,            ,           ,         ,           ,          
 8266,         12006,            3743,          12547,          ,            ,           ,         ,           ,          
 8267,         12007,            3743,          12870,          ,            ,           ,         ,           ,          
 8268,         12009,            3744,          12553,          ,            ,           ,         ,           ,          
 8269,         12011,            3745,          12873,          ,            ,           ,         ,           ,          
 8270,         12012,            3745,          12547,          ,            ,           ,         ,           ,          
 8271,         12013,            3745,          13029,          ,            ,           ,         ,           ,          
 8272,         12015,            3746,          12552,          ,            ,           ,         ,           ,          
 8273,         12018,            3748,          12876,          ,            ,           ,         ,           ,          
 8274,         12019,            3748,          12774,          ,            ,           ,         ,           ,          
 8275,         12020,            3748,          12843,          ,            ,           ,         ,           ,          
 8276,         12022,            3749,          12591,          ,            ,           ,         ,           ,          
 8277,         12025,            3751,          13042,          ,            ,           ,         ,           ,          
 8278,         12028,            3753,          12571,          ,            ,           ,         ,           ,          
 8279,         12029,            3753,          12918,          ,            ,           ,         ,           ,          
 8280,         12030,            3753,          12569,          ,            ,           ,         ,           ,          
 8281,         12031,            3753,          12869,          ,            ,           ,         ,           ,          
 8282,         12032,            3753,          12612,          ,            ,           ,         ,           ,          
 8283,         12033,            3753,          13052,          ,            ,           ,         ,           ,          
 8284,         12034,            3753,          12606,          ,            ,           ,         ,           ,          
 8285,         12035,            3753,          12919,          ,            ,           ,         ,           ,          
 8286,         12037,            3754,          12586,          ,            ,           ,         ,           ,          
 8287,         12039,            3755,          13279,          ,            ,           ,         ,           ,          
 8288,         12044,            3759,          12953,          ,            ,           ,         ,           ,          
 8289,         12045,            3759,          13085,          ,            ,           ,         ,           ,          
 8290,         12046,            3759,          12566,          ,            ,           ,         ,           ,          
 8291,         12047,            3759,          12872,          ,            ,           ,         ,           ,          
 8292,         12050,            3761,          12569,          ,            ,           ,         ,           ,          
 8293,         12051,            3761,          12929,          ,            ,           ,         ,           ,          
 8294,         12053,            3762,          12907,          ,            ,           ,         ,           ,          
 8295,         12054,            3762,          12949,          ,            ,           ,         ,           ,          
 8296,         12055,            3762,          12562,          ,            ,           ,         ,           ,          
 8297,         12056,            3762,          12894,          ,            ,           ,         ,           ,          
 8298,         12057,            3762,          12568,          ,            ,           ,         ,           ,          
 8299,         12058,            3762,          12890,          ,            ,           ,         ,           ,          
 8300,         12060,            3763,          12851,          ,            ,           ,         ,           ,          
 8301,         12062,            3764,          12910,          ,            ,           ,         ,           ,          
 8302,         12063,            3764,          12586,          ,            ,           ,         ,           ,          
 8303,         12064,            3764,          12899,          ,            ,           ,         ,           ,          
 8304,         12066,            3765,          12566,          ,            ,           ,         ,           ,          
 8305,         12068,            3766,          12926,          ,            ,           ,         ,           ,          
 8306,         12069,            3766,          12875,          ,            ,           ,         ,           ,          
