   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 900,              ,                ,               ,     13708,        2657,       5611,              ,                ,               ,    14914,       8047,     10300
 901,              ,                ,               ,     12613,        2719,       5684,              ,                ,               ,    14936,       8047,      9177
 902,              ,                ,               ,     12454,        2716,       5088,              ,                ,               ,    14951,       8058,     10475
 903,              ,                ,               ,     12635,        2761,       6353,              ,                ,               ,    14966,       8061,     10002
 904,              ,                ,               ,     14265,        2676,       7319,              ,                ,               ,    14973,       8085,      9644
 905,              ,                ,               ,     13002,        2748,       5486,              ,                ,               ,    15027,       8113,      8992
 906,              ,                ,               ,     12886,        2726,       5440,              ,                ,               ,    15050,       8124,     10121
 907,              ,                ,               ,     13189,        2716,       6130,              ,                ,               ,    15065,       8136,     10654
 908,              ,                ,               ,     12663,        2766,       5805,              ,                ,               ,    15038,       8111,     10647
 909,              ,                ,               ,     13647,        2733,       5553,              ,                ,               ,    15100,       8133,     10095
 910,              ,                ,               ,     13289,        2722,       7668,              ,                ,               ,    15135,       8150,      9996
 911,              ,                ,               ,     14718,        2681,       5828,              ,                ,               ,    15140,       8179,      8973
 912,              ,                ,               ,     13103,        2745,       5311,              ,                ,               ,    15152,       8165,     10796
 913,              ,                ,               ,     13386,        2793,       7312,              ,                ,               ,    15182,       8195,     13065
 914,              ,                ,               ,     13145,        2819,       6056,              ,                ,               ,    15201,       8195,      9749
 915,              ,                ,               ,     14709,        2712,       5877,              ,                ,               ,    15243,       8227,     11810
 916,              ,                ,               ,     13936,        2764,       6657,              ,                ,               ,    15252,       8234,     10057
 917,              ,                ,               ,     13254,        2759,       7148,              ,                ,               ,    15274,       8247,     10840
 918,              ,                ,               ,     14241,        2703,       6621,              ,                ,               ,    15303,       8244,     10365
 919,              ,                ,               ,     14995,        2711,       6654,              ,                ,               ,    15304,       8249,      9613
 920,              ,                ,               ,     13090,        2816,       5485,              ,                ,               ,    15329,       8270,      9113
 921,              ,                ,               ,     13245,        2794,       6510,              ,                ,               ,    15332,       8266,     10172
 922,              ,                ,               ,     13640,        2797,       6644,              ,                ,               ,    15362,       8283,     12727
 923,              ,                ,               ,     12921,        2796,       7372,              ,                ,               ,    15380,       8297,     11617
 924,              ,                ,               ,     13898,        2736,       7851,              ,                ,               ,    15383,       8290,     11701
 925,              ,                ,               ,     13033,        2812,       6452,              ,                ,               ,    15408,       8308,      9370
 926,              ,                ,               ,     13508,        2845,       5797,              ,                ,               ,    15429,       8312,     12529
 927,              ,                ,               ,     14089,        2816,       6605,              ,                ,               ,    15444,       8332,     11296
 928,              ,                ,               ,     12848,        2833,       5802,              ,                ,               ,    15476,       8348,      9056
 929,              ,                ,               ,     12836,        2816,       5676,              ,                ,               ,    15492,       8350,     10342
 930,              ,                ,               ,     13909,        2726,       7540,              ,                ,               ,    15535,       8371,     11837
 931,              ,                ,               ,     12956,        2799,       5521,              ,                ,               ,    15532,       8372,      9657
 932,              ,                ,               ,     13734,        2812,       5630,              ,                ,               ,    15548,       8386,      9380
 933,              ,                ,               ,     13729,        2797,       5534,              ,                ,               ,    15564,       8384,      9418
 934,              ,                ,               ,     13698,        2810,       5428,              ,                ,               ,    15594,       8372,     10159
 935,              ,                ,               ,     14342,        2838,       6159,              ,                ,               ,    15632,       8427,     11064
 936,              ,                ,               ,     13862,        2810,       6571,              ,                ,               ,    15641,       8441,      9823
 937,              ,                ,               ,     14195,        2850,       6176,              ,                ,               ,    15652,       8436,     10415
 938,              ,                ,               ,     13380,        2866,       6206,              ,                ,               ,    15693,       8456,     10242
 939,              ,                ,               ,     13024,        2842,       5753,              ,                ,               ,    15695,       8467,      9545
 940,              ,                ,               ,     13998,        2822,       5520,              ,                ,               ,    15729,       8484,      9413
 941,              ,                ,               ,     13762,        2831,       5753,              ,                ,               ,    15748,       8489,     10254
 942,              ,                ,               ,     14605,        2833,       7173,              ,                ,               ,    15731,       8475,     10073
 943,              ,                ,               ,     13321,        2899,       5398,              ,                ,               ,    15767,       8489,      9497
 944,              ,                ,               ,     13917,        2863,       6455,              ,                ,               ,    15770,       8485,      9880
 945,              ,                ,               ,     13465,        2858,       5524,              ,                ,               ,    15816,       8509,     10369
 946,              ,                ,               ,     13120,        2889,       5617,              ,                ,               ,    15818,       8512,     11720
 947,              ,                ,               ,     13587,        2898,       6260,              ,                ,               ,    15862,       8548,     10315
 948,              ,                ,               ,     13880,        2843,       6083,              ,                ,               ,    15877,       8566,     10908
 949,              ,                ,               ,     14039,        2872,       6924,              ,                ,               ,    15862,       8558,      9960
 950,              ,                ,               ,     13983,        2856,       5688,              ,                ,               ,    15919,       8593,      9525
 951,              ,                ,               ,     13348,        2905,       5769,              ,                ,               ,    15943,       8592,      9637
 952,              ,                ,               ,     13738,        2891,       5590,              ,                ,               ,    15969,       8601,     10540
 953,              ,                ,               ,     14012,        2879,       6251,              ,                ,               ,    15958,       8585,     10390
 954,              ,                ,               ,     13904,        2900,       5775,              ,                ,               ,    15970,       8609,     10805
 955,              ,                ,               ,     14864,        2891,       5847,              ,                ,               ,    15990,       8632,     10641
 956,              ,                ,               ,     13847,        2919,       6956,              ,                ,               ,    16037,       8656,     11244
 957,              ,                ,               ,     15556,        2857,       6245,              ,                ,               ,    16028,       8628,      9581
 958,              ,                ,               ,     14322,        2924,       7214,              ,                ,               ,    16068,       8660,     10380
 959,              ,                ,               ,     13981,        2874,       5761,              ,                ,               ,    16081,       8669,      9427
 960,              ,                ,               ,     14151,        2901,       5999,              ,                ,               ,    16110,       8686,     11920
 961,              ,                ,               ,     13558,        2918,       6098,              ,                ,               ,    16106,       8690,     12628
 962,              ,                ,               ,     14171,        2925,       6464,              ,                ,               ,    16140,       8704,     10594
 963,              ,                ,               ,     13790,        2914,       5966,              ,                ,               ,    16167,       8718,     10036
 964,              ,                ,               ,     13654,        2950,       5562,              ,                ,               ,    16201,       8751,     10740
 965,              ,                ,               ,     14342,        2914,       8299,              ,                ,               ,    16190,       8739,     11092
 966,              ,                ,               ,     14197,        2946,       6499,              ,                ,               ,    16224,       8744,     10006
 967,              ,                ,               ,     14488,        2898,       8528,              ,                ,               ,    16273,       8786,     10922
 968,              ,                ,               ,     14387,        2926,       5944,              ,                ,               ,    16278,       8769,      9776
 969,              ,                ,               ,     13518,        2985,       5538,              ,                ,               ,    16273,       8740,     10818
 970,              ,                ,               ,     13752,        2952,       5667,              ,                ,               ,    16293,       8773,     10740
 971,              ,                ,               ,     13928,        2950,       6425,              ,                ,               ,    16334,       8796,      9970
 972,              ,                ,               ,     14992,        2887,       9131,              ,                ,               ,    16348,       8801,     14677
 973,              ,                ,               ,     14026,        2956,       9766,              ,                ,               ,    16355,       8808,     10660
 974,              ,                ,               ,     14159,        2970,       6036,              ,                ,               ,    16385,       8832,     13083
 975,              ,                ,               ,     14753,        2952,       6887,              ,                ,               ,    16396,       8823,     10349
 976,              ,                ,               ,     15408,        2953,       7280,              ,                ,               ,    16422,       8833,     14377
 977,              ,                ,               ,     15598,        2891,       8770,              ,                ,               ,    16465,       8845,     10405
 978,              ,                ,               ,     14311,        2968,       6054,              ,                ,               ,    16455,       8856,     12463
 979,              ,                ,               ,     14954,        2887,       7738,              ,                ,               ,    16484,       8877,     12695
 980,              ,                ,               ,     15785,        2956,       7291,              ,                ,               ,    16501,       8900,     13044
 981,              ,                ,               ,     13406,        3015,       6354,              ,                ,               ,    16498,       8881,     10643
 982,              ,                ,               ,     13804,        3010,       6411,              ,                ,               ,    16521,       8904,     10435
 983,              ,                ,               ,     15077,        2951,       6619,              ,                ,               ,    16543,       8904,     12678
 984,              ,                ,               ,     14984,        2971,       7002,              ,                ,               ,    16554,       8903,     11811
 985,              ,                ,               ,     14921,        2978,       7366,              ,                ,               ,    16579,       8922,     12042
 986,              ,                ,               ,     13763,        3016,       6093,              ,                ,               ,    16591,       8935,      9832
 987,              ,                ,               ,     15134,        2963,       6005,              ,                ,               ,    16616,       8940,     10339
 988,              ,                ,               ,     14099,        3018,       6110,              ,                ,               ,    16637,       8942,     10159
 989,              ,                ,               ,     14997,        2999,       6345,              ,                ,               ,    16661,       8954,     10000
 990,              ,                ,               ,     14245,        3001,       6558,              ,                ,               ,    16700,       8991,     11470
 991,              ,                ,               ,     15144,        3018,       7352,              ,                ,               ,    16727,       9012,     10749
 992,              ,                ,               ,     15232,        3022,       5943,              ,                ,               ,    16708,       8999,      9854
 993,              ,                ,               ,     14591,        2993,       6909,              ,                ,               ,    16726,       8987,     10423
 994,              ,                ,               ,     15538,        2962,       6312,              ,                ,               ,    16743,       9012,     11023
 995,              ,                ,               ,     15391,        3029,       6491,              ,                ,               ,    16794,       9049,     10050
 996,              ,                ,               ,     14356,        3033,       5962,              ,                ,               ,    16797,       9056,     11691
 997,              ,                ,               ,     14114,        3059,       8398,              ,                ,               ,    16829,       9050,     11153
 998,              ,                ,               ,     14336,        3060,       6828,              ,                ,               ,    16848,       9070,     13431
 999,              ,                ,               ,     14650,        2984,       6686,              ,                ,               ,    16891,       9098,     10378
1000,              ,                ,               ,     14710,        3043,       6032,              ,                ,               ,    16912,       9090,     10184
