    n, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time
 1877,     30426,        6138,      12293,    35123,      18787,     20339
 1878,     31637,        6060,      12437,    35131,      18767,     20456
 1879,     30256,        6126,      12081,    35149,      18791,     20369
 1880,     30505,        6162,      12349,    35163,      18826,     20489
 1881,     29691,        6162,      11991,    35224,      18846,     20340
 1882,     30318,        6165,      12158,    35255,      18845,     21694
 1883,     29469,        6209,      11978,    35270,      18867,     20380
 1884,     30190,        6160,      12287,    35242,      18848,     20424
 1885,     30747,        6170,      12407,    35251,      18854,     20436
 1886,     32343,        6048,      12972,    35278,      18875,     20424
 1887,     30835,        6181,      12358,    35356,      18905,     20468
 1888,     30357,        6207,      12375,    35343,      18914,     20515
 1889,     32445,        6107,      12841,    35358,      18938,     20594
 1890,     31003,        6133,      12275,    35417,      18955,     25940
 1891,     33279,        6048,      12969,    35434,      18926,     20512
 1892,     31301,        6236,      12498,    35417,      18936,     20518
 1893,     31916,        6117,      12670,    35486,      18963,     20641
 1894,     32007,        6199,      12676,    35431,      18954,     20461
 1895,     34608,        6125,      13438,    35547,      19018,     20605
 1896,     31977,        6164,      12960,    35558,      19020,     20519
 1897,     33428,        6069,      13124,    35580,      19024,     20870
 1898,     30351,        6226,      12286,    35563,      19009,     20574
 1899,     30907,        6177,      12396,    35584,      19032,     20644
 1900,     29705,        6278,      12018,    35623,      19049,     20756
 1901,     31020,        6251,      12340,    35617,      19052,     20730
 1902,     31665,        6204,      12486,    35633,      19042,     20697
 1903,     31681,        6117,      12719,    35663,      19103,     20565
 1904,     30706,        6215,      12271,    35677,      19078,     20683
 1905,     31299,        6247,      12549,    35741,      19115,     20613
 1906,     30701,        6216,      12361,    35765,      19139,     20667
 1907,     31194,        6160,      12381,    35771,      19111,     20701
 1908,     31360,        6170,      12416,    35757,      19136,     20722
 1909,     31899,        6179,      12601,    35787,      19131,     20696
 1910,     33100,        6170,      13135,    35817,      19153,     20627
 1911,     32520,        6168,      12721,    35852,      19178,     21405
 1912,     34685,        6111,      13385,    35854,      19191,     20882
 1913,     31928,        6225,      12731,    35862,      19168,     20737
 1914,     30430,        6317,      12331,    35928,      19213,     20756
 1915,     31578,        6260,      12485,    35949,      19211,     20818
 1916,     30355,        6357,      12289,    35991,      19240,     20788
 1917,     31019,        6354,      12328,    35999,      19268,     20848
 1918,     31900,        6281,      12595,    35962,      19235,     20752
 1919,     31997,        6235,      18194,    36014,      19295,     20912
 1920,     31942,        6205,      12689,    36030,      19287,     20719
 1921,     33082,        6257,      13014,    36080,      19292,     20773
 1922,     32217,        6330,      12757,    36069,      19299,     20739
 1923,     32448,        6312,      12927,    36110,      19332,     21082
 1924,     33020,        6201,      12996,    36117,      19336,     20868
 1925,     33912,        6267,      13215,    36167,      19355,     20786
 1926,     31855,        6270,      12762,    36192,      19378,     20779
 1927,     32886,        6332,      13033,    36193,      19361,     20873
 1928,     31448,        6309,      12736,    36213,      19388,     20754
 1929,     31810,        6290,      12581,    36259,      19384,     22585
 1930,     33407,        6304,      13180,    36225,      19370,     20935
 1931,     31225,        6366,      12664,    36279,      19408,     21087
 1932,     33211,        6231,      12980,    36311,      19421,     21183
 1933,     31988,        6350,      12739,    36343,      19456,     20942
 1934,     31037,        6335,      12487,    36358,      19465,     21091
 1935,     31225,        6383,      12638,    36387,      19475,     21157
 1936,     31418,        6306,      12499,    36419,      19492,     21155
 1937,     31700,        6356,      12613,    36459,      19487,     21172
 1938,     32193,        6323,      12990,    36456,      19512,     21074
 1939,     31171,        6382,      12605,    36479,      19522,     21054
 1940,     32595,        6309,      13222,    36488,      19536,     21685
 1941,     31665,        6428,      12694,    36511,      19543,     21171
 1942,     32409,        6308,      12857,    36521,      19535,     21020
 1943,     32610,        6339,      13051,    36564,      19556,     21002
 1944,     33062,        6269,      13151,    36602,      19584,     21333
 1945,     31769,        6370,      12499,    36608,      19563,     21095
 1946,     31102,        6466,      12678,    36612,      19591,     21042
 1947,     33533,        6383,      13327,    36631,      19616,     26680
 1948,     33328,        6341,      13015,    36697,      19647,     21275
 1949,     33362,        6422,      13142,    36702,      19648,     21169
 1950,     31188,        6361,      12715,    36717,      19640,     21371
 1951,     33765,        6325,      13187,    36733,      19627,     21409
 1952,     32421,        6401,      12821,    36736,      19657,     21346
 1953,     32910,        6288,      12915,    36781,      19686,     21294
 1954,     31142,        6450,      12627,    36803,      19676,     21342
 1955,     31519,        6378,      12576,    36837,      19710,     21517
 1956,     36106,        6288,      13810,    36844,      19720,     21505
 1957,     31188,        6381,      12542,    36857,      19726,     21374
 1958,     35090,        6363,      13517,    36899,      19751,     21454
 1959,     34594,        6363,      13546,    36927,      19760,     21212
 1960,     30690,        6427,      12507,    36931,      19767,     21325
 1961,     33233,        6395,      13089,    36909,      19733,     21501
 1962,     32507,        6389,      12842,    36983,      19784,     21412
 1963,     35791,        6307,      13950,    36992,      19804,     21570
 1964,     32134,        6385,      12747,    37005,      19800,     21521
 1965,     30794,        6458,      12585,    37048,      19814,     21944
 1966,     33102,        6437,      12962,    37049,      19809,     21599
 1967,     32860,        6380,      13070,    37080,      19822,     21697
 1968,     32787,        6481,      13054,    37090,      19841,     21997
 1969,     31648,        6504,      12850,    37117,      19831,     21551
 1970,     31492,        6490,      12689,    37165,      19883,     23421
 1971,     34058,        6346,      13724,    37184,      19888,     21749
 1972,     31994,        6497,      13062,    37153,      19865,     21627
 1973,     31798,        6465,      12789,    37221,      19913,     21623
 1974,     30987,        6559,      12502,    37215,      19913,     21477
 1975,     32575,        6427,      13216,    37233,      19915,     26896
 1976,     35917,        6375,      13866,    37253,      19944,     21523
 1977,     33750,        6470,      13377,    37259,      19923,     21737
 1978,     35044,        6475,      13828,    37312,      19951,     21770
 1979,     32810,        6570,      13178,    37360,      20006,     21855
 1980,     37804,        6395,      14566,    37381,      20022,     21768
 1981,     33732,        6499,      13238,    37335,      19979,     21738
 1982,     32386,        6526,      12968,    37388,      19998,     21680
 1983,     31344,        6601,      12605,    37412,      20013,     21747
 1984,     32043,        6511,      12691,    37413,      20044,     21651
 1985,     31801,        6538,      12903,    37458,      20032,     21572
 1986,     32727,        6458,      12941,    37511,      20051,     21535
 1987,     33189,        6487,      13190,    37493,      20056,     21801
 1988,     33078,        6555,      12996,    37536,      20064,     21590
 1989,     34530,        6486,      13411,    37552,      20076,     21733
 1990,     34330,        6426,      13408,    37558,      20073,     21599
 1991,     33899,        6495,      13531,    37560,      20066,     21586
 1992,     35117,        6468,      13660,    37635,      20131,     21797
 1993,     33931,        6462,      13201,    37651,      20145,     21602
 1994,     34780,        6496,      13555,    37648,      20141,     21680
 1995,     33617,        6506,      13150,    37669,      20171,     21645
 1996,     34136,        6513,      14032,    37669,      20124,     22366
 1997,     33987,        6425,      13216,    37699,      20175,     21705
 1998,     34158,        6507,      13362,    37707,      20153,     21671
 1999,     32282,        6628,      12885,    37802,      20227,     21877
 2000,     32693,        6564,      13027,    37775,      20175,     21986
 2001,     33364,        6513,      13163,    37844,      20240,     22143
 2002,     34384,        6524,      13354,    37826,      20238,     22000
 2003,     35276,        6533,      13554,    37885,      20297,     27205
 2004,     32757,        6549,      13020,    37862,      20234,     21841
 2005,     32858,        6687,      13067,    37875,      20279,     21778
 2006,     33958,        6637,      13502,    37892,      20251,     21891
 2007,     35566,        6550,      13669,    37927,      20291,     21933
 2008,     34784,        6620,      13523,    37937,      20301,     22111
 2009,     36047,        6507,      13977,    37958,      20282,     21927
 2010,     34884,        6545,      13726,    37986,      20307,     21804
 2011,     34450,        6510,      13671,    38014,      20348,     21884
 2012,     35470,        6528,      13674,    38034,      20369,     22046
 2013,     34309,        6546,      13445,    38052,      20353,     22017
 2014,     32490,        6701,      12976,    38089,      20372,     21932
 2015,     36556,        6616,      14072,    38112,      20372,     22121
 2016,     33017,        6622,      13094,    38106,      20384,     22082
 2017,     33745,        6644,      13246,    38130,      20421,     21912
 2018,     36429,        6533,      14217,    38163,      20422,     22047
 2019,     35733,        6566,      13883,    38172,      20386,     22148
 2020,     35321,        6583,      13714,    38187,      20418,     21931
 2021,     33832,        6627,      13505,    38263,      20470,     22124
 2022,     34892,        6601,      13582,    38252,      20478,     22030
 2023,     32563,        6743,      13694,    38243,      20453,     23474
 2024,     32429,        6677,      12957,    38274,      20465,     22263
 2025,     32517,        6636,      13257,    38304,      20485,     22253
 2026,     34289,        6603,      13420,    38330,      20504,     22124
 2027,     33889,        6625,      13351,    38326,      20499,     22364
 2028,     36213,        6661,      14091,    38352,      20523,     22249
 2029,     34421,        6674,      13753,    38380,      20546,     22243
 2030,     33324,        6685,      13382,    38393,      20517,     27663
 2031,     36802,        6628,      14222,    38474,      20582,     22277
 2032,     33088,        6760,      13250,    38432,      20545,     22188
 2033,     34107,        6678,      13604,    38471,      20567,     22336
 2034,     32900,        6773,      13186,    38478,      20560,     22310
 2035,     32268,        6778,      13190,    38523,      20602,     22364
 2036,     33207,        6724,      13199,    38570,      20629,     22168
 2037,     33533,        6717,      13472,    38548,      20613,     22394
 2038,     35810,        6654,      14084,    38594,      20623,     22153
 2039,     32796,        6749,      13049,    38603,      20639,     22530
 2040,     34366,        6764,      13631,    38651,      20671,     22495
 2041,     33772,        6676,      13357,    38662,      20674,     22460
 2042,     34224,        6758,      13653,    38658,      20689,     22457
 2043,     33630,        6775,      13452,    38671,      20685,     22255
 2044,     33704,        6747,      13383,    38702,      20720,     22348
 2045,     33167,        6722,      13283,    38737,      20720,     22444
 2046,     33461,        6724,      13237,    38760,      20733,     22468
 2047,     33976,        6745,      14151,    38743,      20723,     22300
 2048,     35528,        6714,      14017,    38821,      20769,     22265
 2049,     35727,        6583,      13813,    38830,      20754,     22339
 2050,     33359,        6798,      13786,    38827,      20744,     23261
 2051,     34310,        6790,      13640,    38815,      20765,     22378
 2052,     33874,        6777,      13564,    38853,      20788,     22400
 2053,     33010,        6848,      13349,    38911,      20821,     22408
 2054,     35634,        6683,      13975,    38888,      20802,     22378
 2055,     36154,        6745,      14227,    38945,      20817,     22687
 2056,     35525,        6763,      13778,    38929,      20815,     22348
 2057,     34929,        6772,      15333,    38971,      20842,     22431
 2058,     33559,        6824,      13392,    39006,      20828,     22546
 2059,     32278,        6857,      13051,    39043,      20872,     22492
 2060,     34960,        6731,      13849,    39056,      20871,     22406
 2061,     34674,        6747,      13760,    39113,      20897,     22521
 2062,     35253,        6704,      14075,    39088,      20877,     22483
 2063,     34057,        6827,      13533,    39122,      20918,     22563
 2064,     34353,        6817,      13531,    39146,      20955,     22745
 2065,     38364,        6734,      14636,    39163,      20953,     22576
 2066,     35233,        6832,      13835,    39179,      20910,     22763
 2067,     35860,        6805,      13938,    39208,      20954,     22517
 2068,     35399,        6771,      13927,    39239,      20963,     22556
 2069,     35883,        6763,      13899,    39243,      20983,     22698
 2070,     35169,        6791,      13855,    39287,      21033,     22626
 2071,     33310,        6852,      13313,    39286,      21000,     22823
 2072,     34278,        6858,      13606,    39315,      20995,     22895
 2073,     36485,        6709,      14139,    39334,      21028,     22732
 2074,     33893,        6890,      13506,    39355,      21013,     22649
 2075,     33992,        6959,      13512,    39392,      21047,     22836
 2076,     33814,        6885,      13461,    39422,      21078,     22913
 2077,     36015,        6772,      14068,    39452,      21093,     23247
 2078,     33075,        6868,      13453,    39419,      21079,     22842
 2079,     34523,        6828,      13593,    39481,      21120,     22849
 2080,     34912,        6885,      13861,    39494,      21124,     23029
 2081,     34674,        6862,      13728,    39501,      21102,     22838
 2082,     37499,        6840,      14480,    39532,      21118,     22840
 2083,     34010,        6906,      13514,    39509,      21118,     24250
 2084,     36385,        6871,      14209,    39607,      21185,     23034
 2085,     33642,        6930,      13520,    39608,      21168,     22876
 2086,     34760,        6911,      13871,    39613,      21192,     22964
 2087,     33751,        6937,      13474,    39649,      21197,     22752
 2088,     35608,        6842,      13883,    39664,      21223,     23152
 2089,     35416,        6838,      14095,    39735,      21253,     22912
 2090,     34662,        6934,      13928,    39747,      21271,     23058
 2091,     35482,        6895,      14061,    39732,      21253,     22856
 2092,     33331,        6981,      13604,    39729,      21222,     22799
 2093,     34479,        6958,      13910,    39768,      21266,     22862
 2094,     36351,        6841,      14326,    39805,      21263,     22986
 2095,     35571,        6856,      13893,    39814,      21278,     23077
 2096,     33776,        6983,      13492,    39838,      21285,     23047
 2097,     34908,        6895,      13758,    39856,      21293,     22956
 2098,     34712,        6999,      13952,    39873,      21313,     23024
 2099,     35310,        6912,      13848,    39899,      21320,     23031
 2100,     36085,        6820,      14264,    39929,      21361,     22997
 2101,     35248,        6888,      14028,    39933,      21348,     22953
 2102,     35680,        6972,      14008,    39959,      21376,     23220
 2103,     34215,        6989,      13948,    40029,      21416,     23952
 2104,     34907,        6958,      13936,    39967,      21370,     23144
 2105,     34720,        6999,      13847,    40031,      21415,     23128
 2106,     34001,        7022,      13701,    40033,      21403,     23238
 2107,     37762,        6926,      14559,    40040,      21410,     23041
 2108,     34253,        6947,      13690,    40115,      21431,     23215
 2109,     35636,        6980,      14065,    40088,      21425,     24255
 2110,     34534,        7062,      13969,    40127,      21450,     23169
 2111,     34605,        7001,      13802,    40124,      21466,     23160
 2112,     35395,        6921,      14131,    40196,      21480,     23056
 2113,     36207,        6945,      14200,    40241,      21531,     23228
 2114,     36262,        7033,      14331,    40247,      21511,     23309
 2115,     36652,        6928,      14340,    40290,      21536,     23345
 2116,     34280,        7033,      13681,    40287,      21548,     23266
 2117,     34869,        7003,      13971,    40320,      21532,     23262
 2118,     36136,        6978,      14430,    40344,      21575,     23158
 2119,     35401,        7062,      14030,    40344,      21563,     23224
 2120,     34690,        7144,      13847,    40360,      21559,     23432
 2121,     35061,        7061,      13941,    40372,      21583,     23239
 2122,     35388,        7025,      14063,    40371,      21561,     23236
 2123,     36792,        6997,      14629,    40435,      21603,     23328
 2124,     35795,        6951,      14353,    40460,      21635,     23329
 2125,     37851,        6901,      14766,    40483,      21634,     23269
 2126,     37435,        6981,      14653,    40489,      21621,     23170
 2127,     34848,        7140,      13867,    40474,      21614,     23449
 2128,     34608,        7089,      13794,    40518,      21651,     23310
 2129,     35191,        7053,      14023,    40559,      21672,     24076
 2130,     36543,        6984,      14291,    40638,      21706,     23508
 2131,     36435,        6989,      14343,    40615,      21699,     23514
 2132,     34438,        7119,      13877,    40616,      21693,     23390
 2133,     37067,        7097,      14653,    40601,      21686,     24074
 2134,     37049,        7037,      14869,    40659,      21731,     23445
 2135,     36101,        7015,      14095,    40686,      21737,     28939
 2136,     34974,        7047,      13981,    40728,      21785,     23420
 2137,     34867,        7080,      13864,    40705,      21745,     23421
 2138,     36165,        7061,      14390,    40745,      21759,     23398
 2139,     36449,        7050,      14414,    40746,      21770,     25377
 2140,     38579,        7036,      15338,    40786,      21781,     23654
 2141,     34890,        7122,      15139,    40777,      21803,     23796
 2142,     37578,        7006,      14657,    40827,      21799,     23595
 2143,     37018,        7076,      14676,    40858,      21820,     23593
 2144,     36882,        7171,      14868,    40881,      21830,     23539
 2145,     36276,        7058,      14305,    40869,      21821,     23495
 2146,     35329,        7150,      14147,    40926,      21856,     23519
 2147,     35727,        7176,      14126,    40972,      21897,     24422
 2148,     35399,        7197,      14223,    40976,      21931,     23743
 2149,     36883,        7087,      14584,    40930,      21878,     23640
 2150,     35790,        7142,      14264,    40982,      21900,     23592
 2151,     38795,        7091,      14969,    41044,      21946,     23818
 2152,     36244,        7113,      14250,    41056,      21902,     23605
 2153,     34890,        7154,      13943,    41096,      21960,     23603
 2154,     37738,        7050,      14775,    41064,      21944,     24337
 2155,     38172,        7120,      14825,    41110,      21949,     23877
 2156,     36670,        7094,      14503,    41126,      21973,     24016
 2157,     36719,        7108,      14902,    41124,      21968,     23910
 2158,     36410,        7173,      14474,    41138,      21974,     23794
 2159,     37269,        7145,      15952,    41206,      21987,     23751
 2160,     35894,        7186,      14104,    41209,      22021,     24978
 2161,     36079,        7114,      14443,    41258,      22062,     24002
 2162,     37469,        7172,      14743,    41292,      22067,     23976
 2163,     36862,        7167,      14453,    41280,      22058,     23955
 2164,     35546,        7150,      14362,    41323,      22083,     23998
 2165,     40308,        7076,      15677,    41304,      22077,     23810
 2166,     36071,        7272,      14373,    41370,      22105,     23949
 2167,     36859,        7134,      14578,    41409,      22104,     23809
 2168,     36171,        7235,      14917,    41398,      22124,     23954
 2169,     35930,        7257,      14261,    41425,      22121,     24157
 2170,     38599,        7041,      15056,    41417,      22132,     23937
 2171,     37604,        7138,      14739,    41452,      22137,     23766
 2172,     37705,        7200,      14787,    41463,      22153,     23765
 2173,     35241,        7200,      13951,    41524,      22198,     23807
 2174,     36111,        7255,      14365,    41529,      22203,     23898
 2175,     36338,        7242,      14362,    41546,      22204,     24178
 2176,     35948,        7301,      14277,    41581,      22232,     24129
 2177,     34912,        7246,      14096,    41599,      22228,     23965
 2178,     37188,        7230,      14589,    41594,      22196,     24227
 2179,     41059,        7084,      15773,    41651,      22269,     24718
 2180,     36264,        7301,      14399,    41651,      22291,     24015
 2181,     39666,        7153,      15350,    41670,      22258,     24022
 2182,     36017,        7272,      14394,    41710,      22306,     23978
 2183,     37186,        7176,      14650,    41717,      22306,     23911
 2184,     36273,        7234,      14562,    41733,      22308,     23963
 2185,     38979,        7187,      15056,    41805,      22347,     25429
 2186,     36926,        7294,      14604,    41774,      22304,     23954
 2187,     35731,        7335,      14309,    41823,      22336,     24264
 2188,     34983,        7346,      14228,    41839,      22364,     24031
 2189,     37238,        7288,      14628,    41851,      22367,     24139
 2190,     38340,        7241,      14896,    41892,      22379,     24153
 2191,     36137,        7271,      14430,    41886,      22384,     24061
 2192,     36885,        7292,      15405,    41903,      22389,     24294
 2193,     37213,        7210,      14709,    41997,      22429,     24116
 2194,     36550,        7341,      14504,    41999,      22444,     24073
 2195,     37495,        7260,      14638,    42025,      22440,     24892
 2196,     36114,        7345,      14446,    42021,      22449,     24367
 2197,     38677,        7201,      14921,    42102,      22492,     25112
 2198,     36641,        7285,      14535,    42081,      22478,     24187
 2199,     35491,        7355,      14168,    42119,      22486,     24193
 2200,     39975,        7229,      15346,    42095,      22503,     24698
 2201,     38010,        7190,      14770,    42155,      22536,     24185
 2202,     38844,        7274,      15080,    42168,      22508,     24282
 2203,     36999,        7380,      14687,    42184,      22533,     24285
 2204,     36026,        7385,      14422,    42217,      22579,     24744
 2205,     36133,        7353,      14464,    42246,      22584,     24397
 2206,     38012,        7324,      14905,    42285,      22604,     24303
 2207,     36799,        7377,      14564,    42230,      22566,     24403
 2208,     41152,        7180,      15688,    42268,      22601,     24271
 2209,     37837,        7324,      14684,    42269,      22584,     24291
 2210,     37539,        7285,      20002,    42367,      22628,     24362
 2211,     39244,        7336,      15296,    42327,      22599,     24401
 2212,     36139,        7392,      14469,    42381,      22623,     24403
 2213,     35884,        7397,      14304,    42414,      22670,     24403
 2214,     39510,        7232,      15342,    42454,      22689,     24393
 2215,     36322,        7386,      14445,    42449,      22677,     24510
 2216,     37911,        7302,      14865,    42419,      22652,     24397
 2217,     37563,        7364,      14703,    42513,      22687,     24465
 2218,     37754,        7339,      14812,    42470,      22679,     24415
 2219,     36307,        7424,      14394,    42546,      22717,     24429
 2220,     37612,        7357,      14728,    42571,      22732,     24496
 2221,     35962,        7471,      14340,    42613,      22787,     24555
 2222,     37517,        7365,      14735,    42602,      22751,     24516
 2223,     36638,        7414,      14725,    42612,      22749,     24430
 2224,     36876,        7386,      14644,    42616,      22725,     24612
 2225,     38763,        7344,      15090,    42675,      22798,     24477
 2226,     38367,        7396,      15053,    42693,      22805,     24518
 2227,     39154,        7340,      15371,    42693,      22810,     24468
 2228,     38079,        7360,      14890,    42778,      22849,     24545
 2229,     38616,        7373,      15141,    42757,      22826,     25108
 2230,     37523,        7397,      14842,    42782,      22852,     24540
 2231,     38068,        7379,      15189,    42795,      22858,     24620
 2232,     37566,        7438,      14959,    42835,      22872,     24619
 2233,     39354,        7345,      15212,    42866,      22899,     24611
 2234,     37270,        7473,      14767,    42876,      22896,     29926
 2235,     36665,        7471,      14653,    42878,      22897,     24603
 2236,     36982,        7556,      14650,    42953,      22943,     24715
 2237,     36372,        7469,      14472,    42926,      22922,     24606
 2238,     38311,        7401,      14930,    42956,      22964,     24683
 2239,     40878,        7339,      15710,    42957,      22941,     24682
 2240,     40805,        7322,      15633,    43020,      22989,     24779
 2241,     37050,        7429,      14658,    43050,      22992,     24786
 2242,     36933,        7422,      14647,    43048,      22994,     24685
 2243,     37548,        7518,      14812,    43057,      22975,     24677
 2244,     36848,        7565,      14612,    43104,      23025,     24720
 2245,     38732,        7379,      15123,    43142,      23021,     24760
 2246,     37640,        7488,      14847,    43110,      23024,     24814
 2247,     37909,        7432,      14862,    43129,      23028,     24777
 2248,     36555,        7538,      14516,    43169,      23082,     24758
 2249,     39345,        7535,      15369,    43189,      23060,     24767
 2250,     39165,        7457,      15250,    43234,      23083,     24795
 2251,     39345,        7478,      15289,    43205,      23060,     24878
 2252,     36344,        7536,      14513,    43227,      23075,     24841
 2253,     38303,        7445,      14989,    43222,      23030,     24755
 2254,     38144,        7554,      15172,    43278,      23113,     25543
 2255,     36733,        7516,      14618,    43316,      23144,     24873
 2256,     40850,        7494,      15820,    43358,      23158,     24984
 2257,     36528,        7589,      14632,    43360,      23150,     24907
 2258,     39213,        7464,      15271,    43401,      23189,     30040
 2259,     37992,        7574,      14894,    43424,      23203,     25029
 2260,     38164,        7424,      14992,    43459,      23218,     25039
 2261,     38411,        7566,      15047,    43474,      23221,     24967
 2262,     39758,        7483,      15456,    43429,      23203,     25013
 2263,     37540,        7629,      14871,    43469,      23171,     24983
 2264,     39115,        7471,      15366,    43543,      23255,     25009
 2265,     38250,        7509,      15027,    43519,      23235,     24977
 2266,     37781,        7575,      14867,    43572,      23253,     25020
 2267,     38892,        7500,      15493,    43599,      23272,     25029
 2268,     40457,        7480,      15618,    43617,      23271,     25074
 2269,     40223,        7502,      15591,    43646,      23301,     25068
 2270,     42201,        7448,      16091,    43663,      23307,     25340
 2271,     39979,        7522,      15779,    43682,      23322,     25166
 2272,     37945,        7583,      14988,    43699,      23332,     25069
 2273,     39631,        7548,      15469,    43713,      23359,     25121
 2274,     38578,        7592,      15124,    43762,      23391,     25146
 2275,     37524,        7644,      14918,    43783,      23361,     25209
 2276,     37924,        7601,      15003,    43830,      23410,     25186
 2277,     38851,        7480,      15174,    43802,      23391,     25195
 2278,     38079,        7571,      15012,    43848,      23404,     26140
 2279,     38298,        7595,      15087,    43828,      23390,     25265
 2280,     41178,        7486,      15960,    43891,      23425,     25178
 2281,     38714,        7566,      15233,    43870,      23413,     25239
 2282,     39947,        7501,      15749,    43907,      23459,     30596
 2283,     38199,        7714,      15069,    43924,      23471,     25249
 2284,     40302,        7570,      15548,    43945,      23472,     25247
 2285,     39555,        7611,      15464,    44019,      23503,     25271
 2286,     37789,        7729,      15035,    43989,      23489,     25236
 2287,     39941,        7609,      15530,    44059,      23519,     25284
 2288,     40470,        7562,      15696,    44088,      23520,     25311
 2289,     39686,        7613,      15476,    44089,      23537,     26007
 2290,     38217,        7675,      15068,    44102,      23562,     25370
 2291,     38536,        7684,      15128,    44117,      23551,     25378
 2292,     38688,        7644,      15253,    44148,      23553,     25312
 2293,     37664,        7760,      15015,    44178,      23575,     25343
 2294,     39281,        7694,      15364,    44169,      23589,     25428
 2295,     40849,        7541,      15777,    44226,      23614,     25390
 2296,     39816,        7662,      15538,    44221,      23581,     25375
 2297,     39185,        7636,      15314,    44240,      23608,     25408
 2298,     38953,        7653,      15270,    44329,      23651,     25386
 2299,     39837,        7625,      15571,    44294,      23622,     25391
 2300,     39245,        7644,      15437,    44335,      23676,     25766
 2301,     38005,        7752,      15099,    44381,      23707,     25494
 2302,     39012,        7717,      15442,    44385,      23708,     26182
 2303,     39053,        7691,      15388,    44355,      23700,     25540
 2304,     37313,        7815,      14985,    44388,      23693,     25591
 2305,     38933,        7688,      15242,    44446,      23728,     25572
 2306,     39597,        7649,      20368,    44431,      23707,     26154
 2307,     37131,        7753,      14927,    44464,      23737,     25481
 2308,     39599,        7599,      15565,    44423,      23708,     25516
 2309,     41217,        7613,      15945,    44516,      23774,     25693
 2310,     39757,        7606,      15743,    44522,      23753,     25544
 2311,     38329,        7723,      16469,    44570,      23788,     25830
 2312,     37885,        7773,      15172,    44563,      23785,     25650
 2313,     39749,        7647,      15726,    44629,      23835,     25852
 2314,     38040,        7792,      15601,    44679,      23855,     25704
 2315,     39508,        7714,      15694,    44665,      23886,     25918
 2316,     38648,        7746,      15317,    44651,      23839,     25888
 2317,     38951,        7701,      15320,    44686,      23891,     26018
 2318,     38816,        7772,      15441,    44707,      23912,     25746
 2319,     42912,        7703,      16428,    44735,      23871,     25726
 2320,     38347,        7722,      15362,    44748,      23869,     25688
 2321,     41886,        7615,      16245,    44844,      23955,     25806
 2322,     40469,        7673,      15743,    44837,      23918,     26111
 2323,     40791,        7667,      16004,    44857,      23940,     25771
 2324,     40284,        7721,      15738,    44860,      23927,     25816
 2325,     38544,        7782,      15364,    44901,      23981,     25749
 2326,     38362,        7754,      15290,    44867,      23956,     26527
 2327,     39284,        7764,      15604,    44918,      23971,     25903
 2328,     39301,        7779,      15520,    44941,      23978,     25983
 2329,     40082,        7734,      15690,    44957,      23971,     27141
 2330,     40090,        7769,      15691,    44946,      23994,     25854
 2331,     38456,        7860,      15430,    45043,      24056,     25869
 2332,     40634,        7711,      16055,    45083,      24075,     25905
 2333,     41150,        7796,      16228,    45090,      24061,     26246
 2334,     38879,        7800,      15288,    45088,      24080,     25898
 2335,     38631,        7894,      15425,    45138,      24105,     26048
 2336,     41104,        7708,      15948,    45150,      24103,     26214
 2337,     39275,        7871,      15708,    45128,      24079,     25844
 2338,     42142,        7718,      16409,    45199,      24141,     26054
 2339,     39744,        7800,      15629,    45227,      24129,     25922
 2340,     38220,        7904,      15238,    45218,      24133,     26694
 2341,     41388,        7736,      16527,    45252,      24166,     27371
 2342,     41649,        7824,      16994,    45268,      24149,     27650
 2343,     40826,        7754,      17315,    45274,      24170,     28266
 2344,     41591,        7723,      17441,    45331,      24198,     30855
 2345,     39350,        7891,      19471,    45352,      24181,     29491
 2346,     38247,        7968,      17582,    45360,      24204,     30160
 2347,     39581,        7877,      18043,    45402,      24243,     30189
 2348,     43961,        7743,      19375,    45402,      24247,     30260
 2349,     41285,        7825,      19201,    45449,      24273,     32402
 2350,     39203,        7916,      18617,    45443,      24260,     31084
 2351,     39844,        7933,      20175,    45462,      24246,     31142
 2352,     39768,        7859,      18749,    45529,      24293,     31229
 2353,     39430,        7887,      18517,    45516,      24293,     31345
 2354,     39542,        7817,      19236,    45521,      24293,     32211
 2355,     41810,        7785,      19950,    45595,      24349,     32285
 2356,     39717,        7854,      19245,    45569,      24320,     32274
 2357,     38638,        7871,      18867,    45611,      24341,     32396
 2358,     42119,        7889,      20098,    45645,      24383,     32387
 2359,     39619,        7851,      19217,    45641,      24376,     32446
 2360,     40477,        7914,      19469,    45652,      24382,     32674
 2361,     41281,        7830,      22020,    45713,      24384,     38297
 2362,     40832,        7839,      22212,    45750,      24439,     37990
 2363,     42536,        7792,      23646,    45716,      24420,     38376
 2364,     39695,        7852,      23307,    45734,      24409,     39785
 2365,     38987,        8004,      23240,    45780,      24430,     40283
 2366,     41614,        7830,      26590,    45791,      24430,     43157
 2367,     41164,        7858,      26473,    45788,      24434,     44991
 2368,     43632,        7800,      32675,    45863,      24458,     42363
 2369,     40834,        7913,      22865,    45865,      24460,     36678
 2370,     40768,        7958,      20900,    45869,      24475,     34086
 2371,     41356,        7887,      20529,    45872,      24461,     32366
 2372,     42077,        7884,      19791,    45925,      24534,     30140
 2373,     40735,        7945,      17699,    45963,      24500,     28706
 2374,     42027,        7934,      17324,    46013,      24555,     27795
